feedback_id,customer_id,store_id,rating,comment,channel,date,year_month
99,6039,3,3,Store was clean but staff seemed busy.,In-Store,2023-10-01,2023-10
100,6311,8,4,Super fast billing and great ambience.,App,2023-09-16,2023-09
101,6117,4,4,Will definitely come back again!,Email,2022-03-01,2022-03
102,6093,8,4,Store was clean and well organized.,Website,2025-02-01,2025-02
103,6386,6,4,Quick billing and smooth process.,Phone-Call,2022-09-11,2022-09
104,6187,4,1,"Billing took forever, staff was rude.",WhatsApp,2023-10-01,2023-10
105,6280,1,5,Store was clean and well organized.,WhatsApp,2022-04-28,2022-04
106,6454,2,1,Limited product options and low stock.,Email,2022-09-06,2022-09
107,6064,2,1,Below average experience overall.,Email,2024-05-10,2024-05
108,6322,6,4,Five stars well deserved!,WhatsApp,2024-12-23,2024-12
109,6010,3,3,"Met some expectations, decent selection.",WhatsApp,2025-09-14,2025-09
110,6128,2,3,"Average experience, nothing special.",Website,2025-06-14,2025-06
111,6456,5,4,Outstanding support and great deals.,In-Store,2023-04-12,2023-04
112,6011,4,1,Return process was complicated.,App,2025-09-27,2025-09
113,6230,1,5,Store was clean and well organized.,WhatsApp,2025-06-04,2025-06
114,6439,1,5,Amazing product quality. Very satisfied.,Phone-Call,2023-01-18,2023-01
115,6207,2,5,Store was clean and well organized.,WhatsApp,2025-01-27,2025-01
116,6149,2,1,Limited product options and low stock.,Website,2025-05-12,2025-05
117,6497,5,1,Will not visit again. Terrible experience.,In-Store,2023-07-16,2023-07
118,6423,4,3,Product meets basic expectations.,WhatsApp,2024-06-12,2024-06
119,6390,1,1,Below average experience overall.,App,2024-01-16,2024-01
120,6439,5,4,Outstanding support and great deals.,Email,2022-11-23,2022-11
121,6500,6,4,Outstanding support and great deals.,Email,2023-03-05,2023-03
122,6186,10,4,Super fast billing and great ambience.,Email,2022-03-18,2022-03
123,6165,4,4,Good value for money.,App,2022-09-01,2022-09
124,6002,10,3,Product meets basic expectations.,Website,2025-09-17,2025-09
125,6179,4,5,Store was clean and well organized.,Email,2022-01-16,2022-01
126,6410,10,5,Will definitely come back again!,In-Store,2023-06-19,2023-06
127,6040,1,3,"Average experience, nothing special.",Email,2025-10-04,2025-10
128,6035,5,4,Super fast billing and great ambience.,App,2023-02-05,2023-02
129,6422,6,5,Outstanding support and great deals.,Email,2024-09-19,2024-09
130,6014,3,3,Would recommend to friends.,Phone-Call,2022-11-03,2022-11
131,6370,9,3,Product meets basic expectations.,WhatsApp,2023-06-25,2023-06
132,6312,2,3,"Met some expectations, decent selection.",WhatsApp,2023-03-29,2023-03
133,6311,8,5,Store was clean and well organized.,Phone-Call,2025-08-27,2025-08
134,6489,5,5,Best electronics store in the city!,Website,2022-07-01,2022-07
135,6132,4,4,Store was clean and well organized.,In-Store,2023-12-06,2023-12
136,6039,2,5,Store was clean and well organized.,WhatsApp,2023-08-21,2023-08
137,6394,9,4,Outstanding support and great deals.,WhatsApp,2022-03-09,2022-03
138,6311,3,5,Best electronics store in the city!,App,2022-05-13,2022-05
139,6443,9,3,Store was clean but staff seemed busy.,Website,2024-12-09,2024-12
140,6159,8,5,Good value for money.,App,2025-07-11,2025-07
141,6330,8,5,Store was clean and well organized.,Email,2023-09-02,2023-09
142,6151,3,4,Quick billing and smooth process.,Email,2023-03-19,2023-03
143,6198,9,3,Would recommend to friends.,WhatsApp,2023-04-21,2023-04
144,6115,6,4,Outstanding support and great deals.,Phone-Call,2022-01-05,2022-01
145,6144,3,3,Product meets basic expectations.,App,2022-09-05,2022-09
146,6146,10,2,"Long waiting time, no one attended to us.",In-Store,2024-08-21,2024-08
147,6045,6,3,Store was clean but staff seemed busy.,App,2023-10-07,2023-10
148,6150,4,5,Store was clean and well organized.,In-Store,2025-02-23,2025-02
149,6287,9,3,Would recommend to friends.,WhatsApp,2022-08-15,2022-08
150,6324,6,4,Store was clean and well organized.,In-Store,2026-01-14,2026-01
151,6447,4,3,Service was okay but could be improved.,Phone-Call,2024-07-07,2024-07
152,6112,5,5,Will definitely come back again!,Email,2023-06-05,2023-06
153,6363,8,4,Best electronics store in the city!,App,2023-09-20,2023-09
154,6395,4,2,Overpriced and poor quality.,Phone-Call,2022-02-10,2022-02
155,6140,3,5,Quick billing and smooth process.,App,2026-02-07,2026-02
156,6122,10,4,Outstanding support and great deals.,Phone-Call,2023-09-13,2023-09
157,6262,10,3,Service was okay but could be improved.,App,2026-01-01,2026-01
158,6220,10,4,Quick billing and smooth process.,Email,2024-02-21,2024-02
159,6060,9,5,Good value for money.,App,2025-09-26,2025-09
160,6182,8,1,Limited product options and low stock.,Website,2023-09-09,2023-09
161,6155,8,4,Amazing product quality. Very satisfied.,In-Store,2024-07-30,2024-07
162,6246,10,5,Super fast billing and great ambience.,Phone-Call,2025-12-31,2025-12
163,6356,6,4,Five stars well deserved!,In-Store,2022-06-10,2022-06
164,6231,4,3,Store was clean but staff seemed busy.,Email,2022-08-22,2022-08
165,6347,7,4,Best electronics store in the city!,Website,2022-04-16,2022-04
166,6025,8,3,Service was okay but could be improved.,App,2025-06-04,2025-06
167,6052,6,4,Will definitely come back again!,Phone-Call,2023-05-06,2023-05
168,6449,2,3,Satisfactory but room for improvement.,WhatsApp,2023-02-15,2023-02
169,6015,2,2,"Product is average, expected much more.",App,2025-09-21,2025-09
170,6420,5,3,Service was okay but could be improved.,App,2022-04-29,2022-04
171,6365,10,1,Overpriced and poor quality.,Website,2022-03-21,2022-03
172,6352,6,3,Store was clean but staff seemed busy.,App,2026-03-01,2026-03
173,6477,4,4,Outstanding support and great deals.,In-Store,2024-09-24,2024-09
174,6484,3,5,Staff went above and beyond to help.,Phone-Call,2022-11-16,2022-11
175,6339,6,5,Staff went above and beyond to help.,In-Store,2025-06-26,2025-06
176,6058,9,4,Will definitely come back again!,WhatsApp,2025-03-01,2025-03
177,6423,2,2,Return process was complicated.,App,2025-02-16,2025-02
178,6029,8,3,"Met some expectations, decent selection.",Phone-Call,2024-12-07,2024-12
179,6018,10,3,Satisfactory but room for improvement.,In-Store,2024-11-06,2024-11
180,6230,9,1,Return process was complicated.,Email,2022-11-20,2022-11
181,6280,3,5,Will definitely come back again!,WhatsApp,2023-02-28,2023-02
182,6266,5,3,Store was clean but staff seemed busy.,Email,2024-03-18,2024-03
183,6461,10,5,Will definitely come back again!,In-Store,2022-03-07,2022-03
184,6351,3,2,Will not visit again. Terrible experience.,Website,2024-06-30,2024-06
185,6303,7,3,Satisfactory but room for improvement.,WhatsApp,2022-09-24,2022-09
186,6255,8,1,"Product is average, expected much more.",Phone-Call,2024-12-12,2024-12
187,6206,8,5,Five stars well deserved!,WhatsApp,2025-10-21,2025-10
188,6198,3,4,Will definitely come back again!,Email,2025-07-27,2025-07
189,6429,9,4,Store was clean and well organized.,App,2023-05-25,2023-05
190,6088,2,5,Amazing product quality. Very satisfied.,WhatsApp,2025-02-15,2025-02
191,6360,3,4,Amazing product quality. Very satisfied.,In-Store,2022-01-11,2022-01
192,6172,9,5,Quick billing and smooth process.,In-Store,2024-11-17,2024-11
193,6229,9,5,Quick billing and smooth process.,Website,2023-09-20,2023-09
194,6029,5,4,Store was clean and well organized.,Phone-Call,2023-08-08,2023-08
195,6061,8,4,Good value for money.,Website,2022-10-13,2022-10
196,6300,7,3,Satisfactory but room for improvement.,In-Store,2023-12-03,2023-12
197,6200,7,2,"Product is average, expected much more.",App,2022-06-27,2022-06
198,6129,9,5,Good value for money.,Website,2023-02-06,2023-02
199,6021,5,4,Five stars well deserved!,Email,2024-07-11,2024-07
200,6415,8,5,Store was clean and well organized.,In-Store,2025-12-30,2025-12
201,6050,6,1,Will not visit again. Terrible experience.,Phone-Call,2023-10-17,2023-10
202,6157,10,5,Five stars well deserved!,WhatsApp,2023-07-23,2023-07
203,6184,9,4,Store was clean and well organized.,In-Store,2024-03-10,2024-03
204,6487,8,3,Would recommend to friends.,Website,2022-08-07,2022-08
205,6111,8,2,Price is not justified for the quality.,Email,2023-08-08,2023-08
206,6178,3,5,Good value for money.,WhatsApp,2025-05-23,2025-05
207,6216,9,5,Super fast billing and great ambience.,App,2025-02-05,2025-02
208,6175,3,4,Quick billing and smooth process.,Website,2024-02-18,2024-02
209,6295,10,4,Quick billing and smooth process.,Website,2023-10-10,2023-10
210,6180,7,4,Best electronics store in the city!,App,2023-01-18,2023-01
211,6055,6,4,Good value for money.,WhatsApp,2022-01-31,2022-01
212,6257,9,4,Good value for money.,Phone-Call,2023-07-23,2023-07
213,6476,5,4,Good value for money.,WhatsApp,2026-01-03,2026-01
214,6020,4,4,Five stars well deserved!,Phone-Call,2023-07-10,2023-07
215,6499,4,4,Five stars well deserved!,App,2024-10-12,2024-10
216,6288,5,2,"Long waiting time, no one attended to us.",Website,2025-04-13,2025-04
217,6372,8,4,Good value for money.,App,2024-04-08,2024-04
218,6143,10,5,Will definitely come back again!,Email,2024-01-13,2024-01
219,6409,1,4,Best electronics store in the city!,Website,2025-09-14,2025-09
220,6448,8,3,"Met some expectations, decent selection.",In-Store,2024-01-24,2024-01
221,6239,3,4,Amazing product quality. Very satisfied.,Phone-Call,2023-12-26,2023-12
222,6097,9,4,Super fast billing and great ambience.,WhatsApp,2024-11-11,2024-11
223,6493,1,4,Quick billing and smooth process.,WhatsApp,2022-01-26,2022-01
224,6338,8,2,Below average experience overall.,Email,2022-12-27,2022-12
225,6176,3,1,Overpriced and poor quality.,Phone-Call,2025-09-05,2025-09
226,6096,4,2,"Long waiting time, no one attended to us.",WhatsApp,2022-07-14,2022-07
227,6299,6,5,Amazing product quality. Very satisfied.,Phone-Call,2025-12-03,2025-12
228,6407,1,5,Outstanding support and great deals.,Website,2025-12-01,2025-12
229,6055,9,5,Amazing product quality. Very satisfied.,App,2025-02-20,2025-02
230,6385,7,2,"Billing took forever, staff was rude.",Website,2024-06-25,2024-06
231,6111,6,4,Good value for money.,WhatsApp,2024-12-25,2024-12
232,6124,1,4,Store was clean and well organized.,In-Store,2024-08-03,2024-08
233,6027,10,4,Quick billing and smooth process.,Website,2022-11-14,2022-11
234,6395,1,3,"Met some expectations, decent selection.",In-Store,2023-12-25,2023-12
235,6197,1,4,Good value for money.,Email,2023-12-29,2023-12
236,6142,4,1,"Billing took forever, staff was rude.",Phone-Call,2022-07-10,2022-07
237,6220,5,3,Product meets basic expectations.,Website,2023-02-23,2023-02
238,6413,10,5,Amazing product quality. Very satisfied.,WhatsApp,2025-05-25,2025-05
239,6062,1,5,Good value for money.,Website,2023-02-25,2023-02
240,6345,1,4,Best electronics store in the city!,In-Store,2024-10-17,2024-10
241,6481,4,2,Limited product options and low stock.,Website,2023-09-03,2023-09
242,6324,3,4,Store was clean and well organized.,Phone-Call,2025-06-13,2025-06
243,6491,6,1,Limited product options and low stock.,WhatsApp,2026-02-15,2026-02
244,6377,6,1,"Product is average, expected much more.",WhatsApp,2025-04-20,2025-04
245,6051,4,2,Limited product options and low stock.,WhatsApp,2025-10-22,2025-10
246,6362,1,2,"Long waiting time, no one attended to us.",Website,2023-08-12,2023-08
247,6411,4,3,Service was okay but could be improved.,Website,2024-05-21,2024-05
248,6047,5,5,Store was clean and well organized.,App,2023-04-02,2023-04
249,6462,5,1,Below average experience overall.,Website,2025-06-09,2025-06
250,6249,3,4,Staff went above and beyond to help.,WhatsApp,2023-09-07,2023-09
251,6085,10,4,Outstanding support and great deals.,In-Store,2025-03-25,2025-03
252,6428,5,4,Amazing product quality. Very satisfied.,WhatsApp,2022-07-09,2022-07
253,6068,1,4,Quick billing and smooth process.,Phone-Call,2022-08-05,2022-08
254,6192,10,3,Satisfactory but room for improvement.,App,2024-04-18,2024-04
255,6269,3,4,Good value for money.,WhatsApp,2023-02-13,2023-02
256,6136,9,5,Best electronics store in the city!,Website,2025-05-30,2025-05
257,6380,9,5,Will definitely come back again!,In-Store,2026-02-20,2026-02
258,6013,4,5,Staff went above and beyond to help.,Website,2025-01-10,2025-01
259,6075,3,2,Return process was complicated.,Email,2022-06-05,2022-06
260,6008,8,4,Amazing product quality. Very satisfied.,In-Store,2023-09-08,2023-09
261,6115,1,3,Store was clean but staff seemed busy.,WhatsApp,2025-04-17,2025-04
262,6464,8,1,Price is not justified for the quality.,WhatsApp,2024-06-08,2024-06
263,6078,3,2,"Long waiting time, no one attended to us.",App,2026-02-25,2026-02
264,6290,7,3,Would recommend to friends.,In-Store,2024-11-28,2024-11
265,6276,3,3,Would recommend to friends.,WhatsApp,2025-07-02,2025-07
266,6121,3,3,Satisfactory but room for improvement.,WhatsApp,2023-08-03,2023-08
267,6430,7,3,Satisfactory but room for improvement.,Email,2023-08-21,2023-08
268,6422,10,1,Price is not justified for the quality.,Website,2023-04-14,2023-04
269,6421,5,5,Outstanding support and great deals.,In-Store,2023-08-31,2023-08
270,6413,8,2,Packaging was damaged on arrival.,In-Store,2023-05-01,2023-05
271,6069,8,3,"Average experience, nothing special.",In-Store,2022-08-04,2022-08
272,6446,5,4,Amazing product quality. Very satisfied.,Email,2022-02-01,2022-02
273,6176,5,4,Super fast billing and great ambience.,Email,2022-10-22,2022-10
274,6211,7,4,Will definitely come back again!,Email,2023-10-06,2023-10
275,6041,5,1,"Product is average, expected much more.",App,2023-04-04,2023-04
276,6148,7,5,Quick billing and smooth process.,In-Store,2025-12-25,2025-12
277,6190,3,4,Quick billing and smooth process.,Website,2024-06-25,2024-06
278,6196,1,2,Limited product options and low stock.,Website,2023-04-07,2023-04
279,6157,7,5,Super fast billing and great ambience.,In-Store,2022-04-14,2022-04
280,6484,2,5,Super fast billing and great ambience.,App,2025-09-27,2025-09
281,6450,3,3,Satisfactory but room for improvement.,Email,2025-12-16,2025-12
282,6364,10,3,Service was okay but could be improved.,App,2024-08-06,2024-08
283,6308,9,3,"Met some expectations, decent selection.",In-Store,2024-11-06,2024-11
284,6024,3,3,Would recommend to friends.,Phone-Call,2025-11-09,2025-11
285,6317,4,2,Packaging was damaged on arrival.,Website,2022-03-11,2022-03
286,6144,6,4,Best electronics store in the city!,Email,2025-02-17,2025-02
287,6411,2,5,Outstanding support and great deals.,App,2022-04-04,2022-04
288,6433,1,2,"Long waiting time, no one attended to us.",App,2023-07-01,2023-07
289,6107,7,1,Below average experience overall.,Email,2022-06-04,2022-06
290,6321,6,1,"Product is average, expected much more.",App,2023-06-12,2023-06
291,6177,3,2,Will not visit again. Terrible experience.,Website,2022-03-08,2022-03
292,6361,7,5,Five stars well deserved!,In-Store,2025-09-16,2025-09
293,6399,3,5,Staff went above and beyond to help.,App,2025-09-07,2025-09
294,6070,8,5,Outstanding support and great deals.,Email,2023-11-24,2023-11
295,6482,9,5,Outstanding support and great deals.,In-Store,2023-10-30,2023-10
296,6277,1,2,"Product is average, expected much more.",WhatsApp,2023-11-21,2023-11
297,6075,7,4,Quick billing and smooth process.,In-Store,2022-03-06,2022-03
298,6241,5,5,Staff went above and beyond to help.,In-Store,2025-12-15,2025-12
299,6003,5,3,Would recommend to friends.,App,2023-10-23,2023-10
300,6419,7,4,Quick billing and smooth process.,Website,2023-06-14,2023-06
301,6433,5,5,Store was clean and well organized.,Website,2023-03-02,2023-03
302,6036,6,2,Overpriced and poor quality.,Email,2023-04-12,2023-04
303,6198,5,4,Store was clean and well organized.,Website,2023-03-21,2023-03
304,6459,9,3,"Met some expectations, decent selection.",In-Store,2024-01-14,2024-01
305,6075,2,5,Amazing product quality. Very satisfied.,App,2024-09-23,2024-09
306,6038,2,2,Price is not justified for the quality.,In-Store,2024-01-26,2024-01
307,6038,4,5,Good value for money.,Email,2024-05-30,2024-05
308,6401,2,5,Outstanding support and great deals.,Website,2025-02-21,2025-02
309,6034,8,1,Will not visit again. Terrible experience.,WhatsApp,2026-02-23,2026-02
310,6164,10,5,Super fast billing and great ambience.,WhatsApp,2024-10-04,2024-10
311,6089,6,3,Service was okay but could be improved.,App,2023-02-06,2023-02
312,6172,2,5,Super fast billing and great ambience.,Email,2025-03-18,2025-03
313,6193,8,1,Overpriced and poor quality.,App,2024-04-04,2024-04
314,6200,9,5,Good value for money.,Phone-Call,2022-07-19,2022-07
315,6330,7,3,Satisfactory but room for improvement.,In-Store,2024-03-11,2024-03
316,6307,7,3,"Average experience, nothing special.",In-Store,2024-01-19,2024-01
317,6214,3,5,Store was clean and well organized.,In-Store,2024-05-15,2024-05
318,6245,7,4,Five stars well deserved!,WhatsApp,2023-05-21,2023-05
319,6125,6,4,Super fast billing and great ambience.,App,2025-08-07,2025-08
320,6344,1,3,Satisfactory but room for improvement.,Phone-Call,2023-05-17,2023-05
321,6334,9,3,Satisfactory but room for improvement.,In-Store,2024-03-02,2024-03
322,6287,2,1,Return process was complicated.,Phone-Call,2025-09-03,2025-09
323,6062,1,5,Outstanding support and great deals.,WhatsApp,2023-01-31,2023-01
324,6176,10,3,Store was clean but staff seemed busy.,App,2022-04-06,2022-04
325,6018,5,3,Service was okay but could be improved.,App,2025-02-24,2025-02
326,6019,1,4,Quick billing and smooth process.,Phone-Call,2025-09-14,2025-09
327,6026,7,5,Super fast billing and great ambience.,Phone-Call,2022-09-26,2022-09
328,6003,9,5,Five stars well deserved!,Email,2023-01-25,2023-01
329,6349,8,5,Five stars well deserved!,Email,2025-04-08,2025-04
330,6170,8,3,Store was clean but staff seemed busy.,WhatsApp,2022-07-07,2022-07
331,6043,3,4,Quick billing and smooth process.,WhatsApp,2023-01-10,2023-01
332,6332,2,5,Five stars well deserved!,App,2022-04-23,2022-04
333,6047,3,5,Super fast billing and great ambience.,Phone-Call,2025-08-11,2025-08
334,6500,10,5,Good value for money.,In-Store,2022-12-03,2022-12
335,6080,3,3,Store was clean but staff seemed busy.,WhatsApp,2023-01-04,2023-01
336,6470,4,2,"Product is average, expected much more.",In-Store,2022-07-05,2022-07
337,6332,6,4,Staff went above and beyond to help.,Website,2024-06-12,2024-06
338,6189,4,3,Service was okay but could be improved.,WhatsApp,2022-04-10,2022-04
339,6019,6,5,Will definitely come back again!,Website,2025-06-21,2025-06
340,6116,9,1,Will not visit again. Terrible experience.,App,2022-04-07,2022-04
341,6417,5,3,Product meets basic expectations.,Email,2024-01-10,2024-01
342,6151,9,1,Will not visit again. Terrible experience.,Website,2022-10-26,2022-10
343,6261,4,3,Would recommend to friends.,Phone-Call,2024-12-16,2024-12
344,6363,2,5,Staff went above and beyond to help.,WhatsApp,2022-10-01,2022-10
345,6442,7,5,Will definitely come back again!,In-Store,2025-11-25,2025-11
346,6438,1,1,"Product is average, expected much more.",Website,2023-05-02,2023-05
347,6165,5,3,Would recommend to friends.,Website,2024-05-23,2024-05
348,6072,1,5,Will definitely come back again!,Email,2023-08-12,2023-08
349,6066,8,2,Packaging was damaged on arrival.,App,2026-03-30,2026-03
350,6191,10,1,Return process was complicated.,App,2023-09-17,2023-09
351,6141,7,5,Five stars well deserved!,Email,2024-03-12,2024-03
352,6129,7,1,"Long waiting time, no one attended to us.",App,2025-10-14,2025-10
353,6174,3,1,"Billing took forever, staff was rude.",WhatsApp,2025-07-11,2025-07
354,6365,2,1,Price is not justified for the quality.,App,2023-10-29,2023-10
355,6381,5,3,Satisfactory but room for improvement.,Email,2024-01-15,2024-01
356,6376,1,4,Will definitely come back again!,Website,2022-04-14,2022-04
357,6275,10,4,Outstanding support and great deals.,In-Store,2026-01-27,2026-01
358,6056,4,4,Best electronics store in the city!,Email,2024-12-04,2024-12
359,6013,4,5,Five stars well deserved!,Website,2026-01-05,2026-01
360,6350,7,4,Quick billing and smooth process.,App,2024-01-14,2024-01
361,6112,3,4,Good value for money.,Website,2023-08-02,2023-08
362,6054,3,5,Outstanding support and great deals.,Website,2024-06-12,2024-06
363,6096,6,5,Good value for money.,Email,2025-04-18,2025-04
364,6111,3,4,Good value for money.,App,2022-11-28,2022-11
365,6085,9,5,Best electronics store in the city!,Email,2024-02-12,2024-02
366,6399,6,2,Limited product options and low stock.,WhatsApp,2025-03-14,2025-03
367,6378,5,5,Five stars well deserved!,WhatsApp,2025-01-11,2025-01
368,6045,7,5,Quick billing and smooth process.,WhatsApp,2025-12-26,2025-12
369,6157,4,5,Will definitely come back again!,Website,2022-12-20,2022-12
370,6117,6,1,"Long waiting time, no one attended to us.",In-Store,2025-01-23,2025-01
371,6493,3,3,Store was clean but staff seemed busy.,Email,2025-04-10,2025-04
372,6150,1,4,Amazing product quality. Very satisfied.,WhatsApp,2022-04-11,2022-04
373,6431,9,3,Would recommend to friends.,Email,2024-07-25,2024-07
374,6106,5,5,Five stars well deserved!,WhatsApp,2025-06-23,2025-06
