order_id,store_id,product_id,customer_id,order_date,quantity,selling_price,revenue,order_year,order_month
100083,10,2113,6388,2026-01-22,1,9499,9499,2026,2026-01
100084,5,2025,6393,2025-03-22,1,33990,33990,2025,2025-03
100085,1,2106,6219,2026-03-07,1,41990,41990,2026,2026-03
100086,3,2105,6205,2025-12-14,1,24990,24990,2025,2025-12
100087,4,2003,6087,2025-07-13,1,27999,27999,2025,2025-07
100088,7,2052,6157,2025-10-16,1,15999,15999,2025,2025-10
100089,5,2091,6388,2023-02-02,1,12499,12499,2023,2023-02
100090,1,2076,6166,2025-09-01,3,38990,116970,2025,2025-09
100091,7,2069,6119,2024-01-10,1,14990,14990,2024,2024-01
100092,10,2021,6272,2023-01-30,1,38990,38990,2023,2023-01
100093,4,2112,6239,2026-01-14,1,5499,5499,2026,2026-01
100094,8,2039,6316,2026-03-11,1,1999,1999,2026,2026-03
100095,8,2006,6471,2026-02-13,1,33999,33999,2026,2026-02
100096,1,2095,6042,2024-10-04,1,14999,14999,2024,2024-10
100097,8,2098,6235,2025-03-31,1,2799,2799,2025,2025-03
100098,1,2007,6065,2024-09-03,1,25999,25999,2024,2024-09
100099,3,2055,6156,2024-07-22,1,5499,5499,2024,2024-07
100100,2,2070,6266,2025-10-16,1,10990,10990,2025,2025-10
100101,5,2036,6010,2025-11-10,1,18999,18999,2025,2025-11
100102,1,2006,6435,2025-10-16,1,33999,33999,2025,2025-10
100103,8,2029,6423,2023-11-16,1,25990,25990,2023,2023-11
100104,1,2043,6201,2026-02-25,1,7499,7499,2026,2026-02
100105,8,2044,6106,2025-06-20,1,9499,9499,2025,2025-06
100106,5,2093,6113,2025-04-16,1,29990,29990,2025,2025-04
100107,8,2002,6318,2025-12-23,2,79900,159800,2025,2025-12
100108,5,2001,6083,2024-11-18,1,26999,26999,2024,2024-11
100109,9,2029,6111,2025-07-29,1,25990,25990,2025,2025-07
100110,10,2016,6244,2025-04-23,2,51990,103980,2025,2025-04
100111,8,2104,6130,2025-11-02,1,44990,44990,2025,2025-11
100112,2,2075,6207,2025-12-30,1,13990,13990,2025,2025-12
100113,9,2045,6370,2023-11-08,1,22990,22990,2023,2023-11
100114,8,2014,6047,2024-01-30,1,114900,114900,2024,2024-01
100115,2,2013,6379,2025-04-04,1,47990,47990,2025,2025-04
100116,5,2025,6119,2023-09-17,1,33990,33990,2023,2023-09
100117,9,2102,6286,2025-02-25,2,30990,61980,2025,2025-02
100118,2,2059,6380,2025-11-22,1,3499,3499,2025,2025-11
100119,4,2112,6263,2023-12-31,1,5499,5499,2023,2023-12
100120,10,2005,6474,2024-12-27,1,12999,12999,2024,2024-12
100121,9,2093,6211,2026-01-27,1,29990,29990,2026,2026-01
100122,7,2101,6174,2025-06-14,2,38990,77980,2025,2025-06
100123,1,2112,6454,2024-11-06,1,5499,5499,2024,2024-11
100124,10,2098,6244,2023-11-08,1,2799,2799,2023,2023-11
100125,6,2021,6421,2024-05-08,1,38990,38990,2024,2024-05
100126,8,2051,6408,2025-09-26,1,9499,9499,2025,2025-09
100127,10,2115,6170,2026-03-30,1,3499,3499,2026,2026-03
100128,3,2105,6454,2026-02-16,1,24990,24990,2026,2026-02
100129,6,2093,6219,2026-03-13,1,29990,29990,2026,2026-03
100130,4,2116,6350,2026-01-29,1,7499,7499,2026,2026-01
100131,1,2106,6477,2022-07-13,1,41990,41990,2022,2022-07
100132,4,2031,6380,2026-03-11,2,9499,18998,2026,2026-03
100133,9,2064,6242,2026-01-25,1,19990,19990,2026,2026-01
100134,5,2056,6250,2025-01-30,1,1699,1699,2025,2025-01
100135,4,2021,6218,2024-12-24,2,38990,77980,2024,2024-12
100136,1,2098,6439,2025-03-05,2,2799,5598,2025,2025-03
100137,9,2102,6337,2025-04-10,1,30990,30990,2025,2025-04
100138,9,2050,6422,2025-12-05,1,12499,12499,2025,2025-12
100139,9,2083,6111,2025-06-02,1,18990,18990,2025,2025-06
100140,5,2105,6454,2024-03-25,1,24990,24990,2024,2024-03
100141,3,2058,6267,2023-06-05,1,9999,9999,2023,2023-06
100142,10,2104,6099,2026-03-10,1,44990,44990,2026,2026-03
100143,9,2038,6150,2025-11-04,1,1799,1799,2025,2025-11
100144,7,2112,6032,2025-11-30,1,5499,5499,2025,2025-11
100145,3,2016,6001,2025-01-06,1,51990,51990,2025,2025-01
100146,8,2023,6308,2024-10-02,1,42990,42990,2024,2024-10
100147,8,2086,6179,2025-10-06,1,17990,17990,2025,2025-10
100148,8,2022,6038,2025-10-15,1,99990,99990,2025,2025-10
100149,5,2019,6318,2025-09-21,2,52990,105980,2025,2025-09
100150,6,2106,6041,2026-01-20,1,41990,41990,2026,2026-01
100151,4,2087,6191,2025-09-27,2,19990,39980,2025,2025-09
100152,5,2098,6031,2023-02-08,1,2799,2799,2023,2023-02
100153,10,2055,6114,2024-03-26,1,5499,5499,2024,2024-03
100154,8,2032,6496,2024-08-17,1,11499,11499,2024,2024-08
100155,1,2105,6434,2025-01-06,1,24990,24990,2025,2025-01
100156,2,2108,6493,2026-01-09,1,36990,36990,2026,2026-01
100157,10,2051,6104,2026-03-30,1,9499,9499,2026,2026-03
100158,1,2088,6145,2025-01-04,1,18990,18990,2025,2025-01
100159,8,2024,6116,2024-10-03,1,24990,24990,2024,2024-10
100160,7,2117,6022,2025-12-05,1,5999,5999,2025,2025-12
100161,7,2002,6238,2024-07-23,1,79900,79900,2024,2024-07
100162,3,2069,6269,2024-05-26,1,14990,14990,2024,2024-05
100163,2,2031,6342,2026-01-20,1,9499,9499,2026,2026-01
100164,2,2085,6142,2024-07-17,1,29990,29990,2024,2024-07
100165,1,2078,6335,2025-02-07,2,29990,59980,2025,2025-02
100166,7,2119,6332,2024-09-02,1,9999,9999,2024,2024-09
100167,9,2024,6369,2022-06-28,2,24990,49980,2022,2022-06
100168,2,2079,6458,2024-06-12,2,21990,43980,2024,2024-06
100169,3,2099,6396,2025-12-25,1,5999,5999,2025,2025-12
100170,3,2022,6024,2023-02-11,1,99990,99990,2023,2023-02
100171,9,2107,6119,2025-08-13,1,33990,33990,2025,2025-08
100172,3,2111,6080,2026-03-12,1,4799,4799,2026,2026-03
100173,6,2039,6410,2026-01-23,2,1999,3998,2026,2026-01
100174,3,2059,6149,2025-12-11,1,3499,3499,2025,2025-12
100175,2,2084,6135,2025-01-30,1,49990,49990,2025,2025-01
100176,4,2010,6075,2024-11-22,1,19999,19999,2024,2024-11
100177,2,2050,6051,2025-07-19,1,12499,12499,2025,2025-07
100178,9,2029,6245,2024-11-05,1,25990,25990,2024,2024-11
100179,4,2011,6355,2025-04-27,1,79990,79990,2025,2025-04
100180,7,2077,6161,2024-11-13,1,34990,34990,2024,2024-11
100181,1,2090,6270,2024-09-10,1,30990,30990,2024,2024-09
100182,4,2038,6134,2024-11-05,1,1799,1799,2024,2024-11
100183,9,2010,6091,2025-01-02,2,19999,39998,2025,2025-01
100184,6,2083,6479,2025-03-03,1,18990,18990,2025,2025-03
100185,1,2059,6268,2025-11-09,1,3499,3499,2025,2025-11
100186,7,2029,6290,2025-11-30,1,25990,25990,2025,2025-11
100187,8,2099,6181,2026-02-01,1,5999,5999,2026,2026-02
100188,1,2112,6152,2026-02-26,1,5499,5499,2026,2026-02
100189,9,2074,6374,2026-03-16,1,44990,44990,2026,2026-03
100190,6,2110,6247,2026-03-28,1,31990,31990,2026,2026-03
100191,1,2089,6224,2025-09-18,1,38990,38990,2025,2025-09
100192,7,2090,6084,2025-03-19,1,30990,30990,2025,2025-03
100193,4,2005,6342,2026-02-24,3,12999,38997,2026,2026-02
100194,6,2034,6433,2026-01-26,1,13499,13499,2026,2026-01
100195,9,2019,6451,2024-11-02,1,52990,52990,2024,2024-11
100196,10,2117,6471,2026-03-31,1,5999,5999,2026,2026-03
100197,2,2095,6075,2023-11-09,2,14999,29998,2023,2023-11
100198,7,2025,6250,2024-12-15,1,33990,33990,2024,2024-12
100199,5,2029,6337,2025-01-04,1,25990,25990,2025,2025-01
100200,6,2085,6274,2025-03-04,2,29990,59980,2025,2025-03
100201,8,2075,6009,2023-05-10,3,13990,41970,2023,2023-05
100202,6,2120,6369,2024-08-24,1,12499,12499,2024,2024-08
100203,6,2062,6375,2026-02-26,1,72990,72990,2026,2026-02
100204,9,2090,6488,2025-08-12,1,30990,30990,2025,2025-08
100205,1,2065,6004,2024-06-06,1,29990,29990,2024,2024-06
100206,2,2076,6404,2025-10-02,1,38990,38990,2025,2025-10
100207,7,2085,6357,2025-05-27,1,29990,29990,2025,2025-05
100208,3,2037,6333,2025-08-10,1,10499,10499,2025,2025-08
100209,7,2030,6241,2026-03-05,1,35990,35990,2026,2026-03
100210,10,2061,6044,2026-02-06,1,44900,44900,2026,2026-02
100211,2,2077,6227,2025-03-30,2,34990,69980,2025,2025-03
100212,3,2091,6211,2025-07-13,1,12499,12499,2025,2025-07
100213,5,2033,6378,2025-08-24,3,12999,38997,2025,2025-08
100214,6,2045,6326,2025-09-06,1,22990,22990,2025,2025-09
100215,5,2105,6346,2025-05-13,3,24990,74970,2025,2025-05
100216,1,2038,6127,2025-12-24,1,1799,1799,2025,2025-12
100217,8,2039,6274,2025-10-17,1,1999,1999,2025,2025-10
100218,4,2054,6185,2023-01-04,1,4799,4799,2023,2023-01
100219,7,2117,6042,2026-01-31,1,5999,5999,2026,2026-01
100220,9,2008,6274,2024-10-03,1,22999,22999,2024,2024-10
100221,3,2074,6053,2026-02-14,1,44990,44990,2026,2026-02
100222,5,2054,6153,2026-01-19,1,4799,4799,2026,2026-01
100223,8,2020,6317,2024-06-17,1,59990,59990,2024,2024-06
100224,10,2084,6187,2024-05-12,1,49990,49990,2024,2024-05
100225,3,2119,6163,2022-09-04,1,9999,9999,2022,2022-09
100226,1,2056,6136,2026-01-27,1,1699,1699,2026,2026-01
100227,7,2070,6010,2024-11-10,2,10990,21980,2024,2024-11
100228,8,2097,6381,2023-01-17,1,3999,3999,2023,2023-01
100229,5,2087,6301,2023-07-06,1,19990,19990,2023,2023-07
100230,1,2044,6191,2026-01-16,1,9499,9499,2026,2026-01
100231,7,2120,6167,2025-07-28,1,12499,12499,2025,2025-07
100232,4,2017,6214,2025-04-19,1,64990,64990,2025,2025-04
100233,4,2012,6419,2024-07-10,1,56990,56990,2024,2024-07
100234,1,2043,6018,2025-05-17,2,7499,14998,2025,2025-05
100235,5,2087,6183,2025-07-26,1,19990,19990,2025,2025-07
100236,4,2014,6014,2025-05-18,1,114900,114900,2025,2025-05
100237,3,2090,6040,2026-02-04,1,30990,30990,2026,2026-02
100238,4,2093,6456,2025-07-24,1,29990,29990,2025,2025-07
100239,5,2074,6034,2024-03-28,1,44990,44990,2024,2024-03
100240,4,2071,6120,2025-07-03,1,24990,24990,2025,2025-07
100241,10,2049,6278,2025-07-09,1,21990,21990,2025,2025-07
100242,6,2070,6051,2024-08-01,1,10990,10990,2024,2024-08
100243,2,2005,6098,2023-05-29,1,12999,12999,2023,2023-05
100244,7,2006,6244,2024-09-14,1,33999,33999,2024,2024-09
100245,8,2044,6362,2026-01-05,2,9499,18998,2026,2026-01
100246,1,2034,6323,2023-12-25,1,13499,13499,2023,2023-12
100247,4,2074,6051,2024-07-20,1,44990,44990,2024,2024-07
100248,3,2023,6311,2026-01-17,1,42990,42990,2026,2026-01
100249,2,2101,6004,2024-08-07,1,38990,38990,2024,2024-08
100250,6,2078,6308,2024-10-16,1,29990,29990,2024,2024-10
100251,8,2099,6137,2026-01-13,1,5999,5999,2026,2026-01
100252,7,2091,6344,2026-03-09,1,12499,12499,2026,2026-03
100253,10,2054,6423,2025-03-03,2,4799,9598,2025,2025-03
100254,6,2106,6344,2025-06-11,1,41990,41990,2025,2025-06
100255,4,2020,6082,2025-04-17,1,59990,59990,2025,2025-04
100256,3,2100,6411,2025-03-23,2,1699,3398,2025,2025-03
100257,2,2090,6343,2024-03-27,1,30990,30990,2024,2024-03
100258,7,2097,6267,2023-08-04,1,3999,3999,2023,2023-08
100259,3,2066,6106,2025-02-06,2,23990,47980,2025,2025-02
100260,3,2105,6083,2024-01-07,1,24990,24990,2024,2024-01
100261,7,2025,6076,2024-07-06,1,33990,33990,2024,2024-07
100262,5,2056,6493,2025-02-07,1,1699,1699,2025,2025-02
100263,3,2047,6324,2023-08-12,1,5999,5999,2023,2023-08
100264,9,2063,6343,2025-05-29,1,34990,34990,2025,2025-05
100265,6,2092,6488,2023-01-27,1,13999,13999,2023,2023-01
100266,9,2092,6244,2026-01-02,1,13999,13999,2026,2026-01
100267,4,2075,6045,2024-11-26,1,13990,13990,2024,2024-11
100268,6,2072,6028,2025-02-18,1,32990,32990,2025,2025-02
100269,4,2052,6164,2024-02-27,1,15999,15999,2024,2024-02
100270,1,2118,6495,2025-09-14,1,10999,10999,2025,2025-09
100271,9,2084,6214,2025-12-03,1,49990,49990,2025,2025-12
100272,6,2069,6050,2025-09-13,1,14990,14990,2025,2025-09
100273,7,2064,6326,2025-11-10,1,19990,19990,2025,2025-11
100274,8,2107,6367,2022-12-07,1,33990,33990,2022,2022-12
100275,2,2083,6229,2025-03-20,1,18990,18990,2025,2025-03
100276,7,2033,6110,2024-12-16,1,12999,12999,2024,2024-12
100277,8,2113,6300,2025-10-14,1,9499,9499,2025,2025-10
100278,8,2013,6130,2026-03-14,1,47990,47990,2026,2026-03
100279,3,2103,6350,2026-02-21,1,32990,32990,2026,2026-02
100280,4,2075,6017,2025-01-20,1,13990,13990,2025,2025-01
100281,1,2033,6434,2023-10-18,1,12999,12999,2023,2023-10
100282,7,2014,6304,2024-01-13,1,114900,114900,2024,2024-01
100283,10,2090,6201,2026-01-14,1,30990,30990,2026,2026-01
100284,6,2042,6210,2023-04-22,2,26990,53980,2023,2023-04
100285,5,2056,6399,2024-01-17,1,1699,1699,2024,2024-01
100286,4,2070,6267,2023-08-05,1,10990,10990,2023,2023-08
100287,4,2081,6031,2023-08-03,1,34990,34990,2023,2023-08
100288,7,2068,6436,2023-10-02,2,18990,37980,2023,2023-10
100289,3,2068,6265,2025-11-29,1,18990,18990,2025,2025-11
100290,10,2024,6300,2025-03-25,1,24990,24990,2025,2025-03
100291,7,2111,6062,2025-09-14,1,4799,4799,2025,2025-09
100292,8,2092,6169,2024-09-06,1,13999,13999,2024,2024-09
100293,6,2008,6304,2024-05-08,1,22999,22999,2024,2024-05
100294,4,2007,6024,2023-10-17,1,25999,25999,2023,2023-10
100295,6,2048,6361,2024-06-30,1,1999,1999,2024,2024-06
100296,5,2103,6044,2025-12-31,1,32990,32990,2025,2025-12
100297,2,2033,6246,2025-10-30,1,12999,12999,2025,2025-10
100298,10,2015,6290,2025-11-04,1,44990,44990,2025,2025-11
100299,2,2008,6379,2026-01-02,1,22999,22999,2026,2026-01
100300,7,2055,6230,2022-12-16,1,5499,5499,2022,2022-12
100301,2,2089,6440,2024-08-21,1,38990,38990,2024,2024-08
100302,7,2076,6138,2026-01-05,1,38990,38990,2026,2026-01
100303,7,2069,6137,2025-02-25,1,14990,14990,2025,2025-02
100304,2,2094,6170,2026-03-27,3,37990,113970,2026,2026-03
100305,7,2026,6234,2025-11-21,1,29990,29990,2025,2025-11
100306,1,2026,6112,2024-09-08,1,29990,29990,2024,2024-09
100307,8,2077,6488,2026-02-12,1,34990,34990,2026,2026-02
100308,2,2024,6212,2025-12-04,2,24990,49980,2025,2025-12
100309,8,2016,6009,2025-10-05,1,51990,51990,2025,2025-10
100310,4,2037,6114,2025-09-16,1,10499,10499,2025,2025-09
100311,10,2011,6048,2024-11-05,1,79990,79990,2024,2024-11
100312,7,2041,6066,2024-11-13,2,24990,49980,2024,2024-11
100313,2,2088,6096,2025-12-03,1,18990,18990,2025,2025-12
100314,1,2033,6007,2025-02-11,1,12999,12999,2025,2025-02
100315,7,2097,6484,2025-08-06,1,3999,3999,2025,2025-08
100316,7,2053,6149,2026-03-20,1,750,750,2026,2026-03
100317,4,2091,6382,2025-05-16,1,12499,12499,2025,2025-05
100318,9,2009,6036,2024-04-22,2,10999,21998,2024,2024-04
100319,6,2006,6041,2024-10-06,1,33999,33999,2024,2024-10
100320,5,2006,6146,2024-06-21,2,33999,67998,2024,2024-06
100321,1,2065,6176,2024-01-08,1,29990,29990,2024,2024-01
100322,1,2099,6222,2023-09-20,1,5999,5999,2023,2023-09
100323,9,2022,6313,2023-09-17,1,99990,99990,2023,2023-09
100324,6,2067,6064,2023-10-17,1,15990,15990,2023,2023-10
100325,9,2067,6115,2025-12-07,1,15990,15990,2025,2025-12
100326,5,2051,6059,2026-03-11,1,9499,9499,2026,2026-03
100327,8,2120,6108,2025-08-01,2,12499,24998,2025,2025-08
100328,2,2039,6435,2026-02-12,1,1999,1999,2026,2026-02
100329,3,2048,6372,2023-08-09,1,1999,1999,2023,2023-08
100330,6,2072,6379,2023-01-17,1,32990,32990,2023,2023-01
100331,6,2023,6196,2025-12-21,1,42990,42990,2025,2025-12
100332,5,2111,6229,2025-09-22,1,4799,4799,2025,2025-09
100333,2,2091,6198,2026-03-28,1,12499,12499,2026,2026-03
100334,10,2098,6491,2025-02-17,1,2799,2799,2025,2025-02
100335,7,2118,6368,2022-11-27,1,10999,10999,2022,2022-11
100336,5,2058,6270,2024-10-20,1,9999,9999,2024,2024-10
100337,6,2060,6316,2025-12-03,1,1499,1499,2025,2025-12
100338,8,2051,6486,2022-11-18,1,9499,9499,2022,2022-11
100339,4,2089,6029,2026-02-03,1,38990,38990,2026,2026-02
100340,7,2003,6056,2026-02-02,1,27999,27999,2026,2026-02
100341,2,2010,6006,2025-08-29,1,19999,19999,2025,2025-08
100342,8,2041,6472,2025-06-07,1,24990,24990,2025,2025-06
100343,1,2105,6398,2026-02-11,3,24990,74970,2026,2026-02
100344,2,2097,6010,2026-02-16,1,3999,3999,2026,2026-02
100345,5,2115,6032,2023-05-25,1,3499,3499,2023,2023-05
100346,1,2009,6267,2022-12-27,1,10999,10999,2022,2022-12
100347,1,2052,6293,2025-04-30,1,15999,15999,2025,2025-04
100348,1,2102,6312,2025-11-24,1,30990,30990,2025,2025-11
100349,8,2113,6321,2026-03-28,1,9499,9499,2026,2026-03
100350,5,2049,6124,2025-09-25,1,21990,21990,2025,2025-09
100351,6,2115,6045,2026-03-02,1,3499,3499,2026,2026-03
100352,8,2079,6378,2025-07-28,1,21990,21990,2025,2025-07
100353,8,2016,6258,2024-05-17,1,51990,51990,2024,2024-05
100354,5,2052,6286,2026-02-09,1,15999,15999,2026,2026-02
100355,7,2093,6202,2024-07-16,1,29990,29990,2024,2024-07
100356,9,2102,6261,2023-08-18,1,30990,30990,2023,2023-08
100357,7,2053,6199,2023-08-25,2,750,1500,2023,2023-08
100358,3,2033,6352,2024-01-04,1,12999,12999,2024,2024-01
100359,5,2070,6208,2025-10-17,1,10990,10990,2025,2025-10
100360,1,2097,6306,2024-02-22,1,3999,3999,2024,2024-02
100361,6,2059,6386,2026-03-25,1,3499,3499,2026,2026-03
100362,10,2058,6115,2023-07-06,1,9999,9999,2023,2023-07
100363,8,2026,6122,2024-03-20,1,29990,29990,2024,2024-03
100364,1,2005,6203,2025-11-14,2,12999,25998,2025,2025-11
100365,3,2040,6284,2025-07-05,1,1199,1199,2025,2025-07
100366,9,2117,6480,2026-03-20,1,5999,5999,2026,2026-03
100367,10,2120,6082,2024-02-15,1,12499,12499,2024,2024-02
100368,6,2038,6286,2025-07-05,1,1799,1799,2025,2025-07
100369,3,2016,6246,2025-09-02,1,51990,51990,2025,2025-09
100370,9,2079,6498,2025-11-15,1,21990,21990,2025,2025-11
100371,6,2038,6392,2026-02-06,1,1799,1799,2026,2026-02
100372,3,2089,6313,2024-10-23,1,38990,38990,2024,2024-10
100373,1,2099,6210,2023-02-28,1,5999,5999,2023,2023-02
100374,10,2079,6064,2024-09-17,1,21990,21990,2024,2024-09
100375,5,2029,6480,2026-02-15,1,25990,25990,2026,2026-02
100376,7,2024,6463,2025-11-11,1,24990,24990,2025,2025-11
100377,2,2115,6105,2026-01-26,1,3499,3499,2026,2026-01
100378,2,2098,6063,2023-07-27,1,2799,2799,2023,2023-07
100379,8,2048,6110,2025-06-02,1,1999,1999,2025,2025-06
100380,3,2092,6492,2023-03-14,1,13999,13999,2023,2023-03
100381,4,2036,6007,2024-08-19,1,18999,18999,2024,2024-08
100382,7,2007,6464,2026-03-29,1,25999,25999,2026,2026-03
100383,6,2035,6109,2025-10-19,1,3499,3499,2025,2025-10
100384,7,2068,6253,2022-04-09,1,18990,18990,2022,2022-04
100385,3,2087,6225,2025-11-08,1,19990,19990,2025,2025-11
100386,8,2076,6349,2024-12-23,1,38990,38990,2024,2024-12
100387,3,2032,6173,2024-12-30,2,11499,22998,2024,2024-12
100388,10,2063,6205,2025-03-11,1,34990,34990,2025,2025-03
100389,6,2100,6115,2024-01-16,1,1699,1699,2024,2024-01
100390,1,2041,6268,2026-01-10,1,24990,24990,2026,2026-01
100391,2,2001,6079,2025-05-20,2,26999,53998,2025,2025-05
100392,10,2074,6048,2024-05-12,1,44990,44990,2024,2024-05
100393,7,2026,6278,2024-09-15,1,29990,29990,2024,2024-09
100394,8,2047,6026,2025-02-25,1,5999,5999,2025,2025-02
100395,7,2102,6240,2022-09-28,2,30990,61980,2022,2022-09
100396,4,2057,6368,2024-01-12,1,1199,1199,2024,2024-01
100397,7,2092,6347,2026-03-25,1,13999,13999,2026,2026-03
100398,10,2073,6450,2026-03-21,1,27990,27990,2026,2026-03
100399,4,2003,6375,2025-07-11,1,27999,27999,2025,2025-07
100400,2,2058,6189,2026-02-25,1,9999,9999,2026,2026-02
100401,4,2012,6224,2025-07-29,1,56990,56990,2025,2025-07
100402,7,2060,6147,2025-12-02,1,1499,1499,2025,2025-12
100403,7,2003,6182,2025-08-06,1,27999,27999,2025,2025-08
100404,3,2109,6292,2025-11-16,2,42990,85980,2025,2025-11
100405,5,2038,6396,2026-02-07,1,1799,1799,2026,2026-02
100406,8,2079,6167,2025-07-20,1,21990,21990,2025,2025-07
100407,6,2023,6181,2026-02-18,1,42990,42990,2026,2026-02
100408,1,2016,6424,2025-05-15,1,51990,51990,2025,2025-05
100409,6,2076,6185,2024-01-20,1,38990,38990,2024,2024-01
