store_id,product_id,quantity,closing_stock,opening_stock,inventory_date
3,2040,9,29,38,31/03/2026
3,2041,8,16,24,31/03/2026
3,2042,4,18,22,31/03/2026
3,2043,8,17,25,31/03/2026
3,2044,13,53,66,31/03/2026
3,2045,10,59,69,31/03/2026
3,2046,7,71,78,31/03/2026
3,2047,8,43,51,31/03/2026
3,2048,11,88,99,31/03/2026
3,2049,13,26,39,31/03/2026
3,2050,11,34,45,31/03/2026
3,2051,5,75,80,31/03/2026
3,2052,10,85,95,31/03/2026
3,2053,5,49,54,31/03/2026
3,2054,6,60,66,31/03/2026
3,2055,13,7,20,31/03/2026
3,2056,8,70,78,31/03/2026
3,2057,9,55,64,31/03/2026
3,2058,12,31,43,31/03/2026
3,2059,10,54,64,31/03/2026
3,2060,10,43,53,31/03/2026
3,2061,12,64,76,31/03/2026
3,2062,7,75,82,31/03/2026
3,2063,8,42,50,31/03/2026
3,2064,12,55,67,31/03/2026
3,2065,11,49,60,31/03/2026
3,2066,5,18,23,31/03/2026
3,2067,14,79,93,31/03/2026
3,2068,5,43,48,31/03/2026
3,2069,7,64,71,31/03/2026
3,2070,9,47,56,31/03/2026
3,2071,14,50,64,31/03/2026
3,2072,6,94,100,31/03/2026
3,2073,8,86,94,31/03/2026
3,2074,10,86,96,31/03/2026
3,2075,16,7,23,31/03/2026
3,2076,8,85,93,31/03/2026
3,2077,13,54,67,31/03/2026
3,2078,14,77,91,31/03/2026
3,2079,7,74,81,31/03/2026
3,2080,17,57,74,31/03/2026
3,2081,15,72,87,31/03/2026
3,2082,14,20,34,31/03/2026
3,2083,11,78,89,31/03/2026
3,2084,10,46,56,31/03/2026
3,2085,13,49,62,31/03/2026
3,2086,11,49,60,31/03/2026
3,2087,10,35,45,31/03/2026
3,2088,12,17,29,31/03/2026
3,2089,10,56,66,31/03/2026
3,2090,8,68,76,31/03/2026
3,2091,9,64,73,31/03/2026
3,2092,8,55,63,31/03/2026
3,2093,11,74,85,31/03/2026
3,2094,4,84,88,31/03/2026
3,2095,8,50,58,31/03/2026
3,2096,7,61,68,31/03/2026
3,2097,9,87,96,31/03/2026
3,2098,7,59,66,31/03/2026
3,2099,10,80,90,31/03/2026
3,2100,10,30,40,31/03/2026
3,2101,12,46,58,31/03/2026
3,2102,6,43,49,31/03/2026
3,2103,6,52,58,31/03/2026
3,2104,10,10,20,31/03/2026
3,2105,7,81,88,31/03/2026
3,2106,6,29,35,31/03/2026
3,2107,14,16,30,31/03/2026
3,2108,7,75,82,31/03/2026
3,2109,6,72,78,31/03/2026
3,2110,4,74,78,31/03/2026
3,2111,11,76,87,31/03/2026
3,2112,14,41,55,31/03/2026
3,2113,7,93,100,31/03/2026
3,2114,11,19,30,31/03/2026
3,2115,15,30,45,31/03/2026
3,2116,13,81,94,31/03/2026
3,2117,11,16,27,31/03/2026
3,2118,14,53,67,31/03/2026
3,2119,7,91,98,31/03/2026
3,2120,7,87,94,31/03/2026
4,2001,12,17,29,31/03/2026
4,2002,7,25,32,31/03/2026
4,2003,7,88,95,31/03/2026
4,2004,6,43,49,31/03/2026
4,2005,16,13,29,31/03/2026
4,2006,12,23,35,31/03/2026
4,2007,5,54,59,31/03/2026
4,2008,6,46,52,31/03/2026
4,2009,10,15,25,31/03/2026
4,2010,17,29,46,31/03/2026
4,2011,7,27,34,31/03/2026
4,2012,9,44,53,31/03/2026
4,2013,12,42,54,31/03/2026
4,2014,12,44,56,31/03/2026
4,2015,7,56,63,31/03/2026
4,2016,3,25,28,31/03/2026
4,2017,10,69,79,31/03/2026
4,2018,9,48,57,31/03/2026
4,2019,10,46,56,31/03/2026
4,2020,8,30,38,31/03/2026
4,2021,13,64,77,31/03/2026
4,2022,9,29,38,31/03/2026
4,2023,5,51,56,31/03/2026
4,2024,11,35,46,31/03/2026
4,2025,6,80,86,31/03/2026
4,2026,7,28,35,31/03/2026
4,2027,7,64,71,31/03/2026
4,2028,7,49,56,31/03/2026
4,2029,8,92,100,31/03/2026
4,2030,14,52,66,31/03/2026
4,2031,8,68,76,31/03/2026
4,2032,7,35,42,31/03/2026
4,2033,7,88,95,31/03/2026
4,2034,8,91,99,31/03/2026
4,2035,8,69,77,31/03/2026
4,2036,6,19,25,31/03/2026
4,2037,9,85,94,31/03/2026
4,2038,10,60,70,31/03/2026
4,2039,7,15,22,31/03/2026
4,2040,7,70,77,31/03/2026
4,2041,13,10,23,31/03/2026
4,2042,11,73,84,31/03/2026
4,2043,10,85,95,31/03/2026
4,2044,7,64,71,31/03/2026
4,2045,10,89,99,31/03/2026
4,2046,13,8,21,31/03/2026
4,2047,9,11,20,31/03/2026
4,2048,10,83,93,31/03/2026
4,2049,6,45,51,31/03/2026
4,2050,9,64,73,31/03/2026
4,2051,9,56,65,31/03/2026
4,2052,8,31,39,31/03/2026
4,2053,6,59,65,31/03/2026
4,2054,7,20,27,31/03/2026
4,2055,2,53,55,31/03/2026
4,2056,4,35,39,31/03/2026
4,2057,13,16,29,31/03/2026
4,2058,12,28,40,31/03/2026
4,2059,12,42,54,31/03/2026
4,2060,11,64,75,31/03/2026
4,2061,12,63,75,31/03/2026
4,2062,13,43,56,31/03/2026
4,2063,6,40,46,31/03/2026
4,2064,6,60,66,31/03/2026
4,2065,5,55,60,31/03/2026
4,2066,13,25,38,31/03/2026
4,2067,12,28,40,31/03/2026
4,2068,11,60,71,31/03/2026
4,2069,11,32,43,31/03/2026
4,2070,14,68,82,31/03/2026
4,2071,11,57,68,31/03/2026
4,2072,13,31,44,31/03/2026
4,2073,12,80,92,31/03/2026
4,2074,7,50,57,31/03/2026
4,2075,13,55,68,31/03/2026
4,2076,8,80,88,31/03/2026
4,2077,9,87,96,31/03/2026
4,2078,7,19,26,31/03/2026
4,2079,4,82,86,31/03/2026
4,2080,10,72,82,31/03/2026
4,2081,16,64,80,31/03/2026
4,2082,8,57,65,31/03/2026
4,2083,8,81,89,31/03/2026
4,2084,5,56,61,31/03/2026
4,2085,7,36,43,31/03/2026
4,2086,9,75,84,31/03/2026
4,2087,14,24,38,31/03/2026
4,2088,13,46,59,31/03/2026
4,2089,13,39,52,31/03/2026
4,2090,11,32,43,31/03/2026
4,2091,5,50,55,31/03/2026
4,2092,14,51,65,31/03/2026
4,2093,6,45,51,31/03/2026
4,2094,15,71,86,31/03/2026
4,2095,11,83,94,31/03/2026
4,2096,9,79,88,31/03/2026
4,2097,9,38,47,31/03/2026
4,2098,9,14,23,31/03/2026
4,2099,8,69,77,31/03/2026
4,2100,14,37,51,31/03/2026
4,2101,1,81,82,31/03/2026
4,2102,7,72,79,31/03/2026
4,2103,10,25,35,31/03/2026
4,2104,5,45,50,31/03/2026
4,2105,5,47,52,31/03/2026
4,2106,7,31,38,31/03/2026
4,2107,8,42,50,31/03/2026
4,2108,7,49,56,31/03/2026
4,2109,16,63,79,31/03/2026
4,2110,5,59,64,31/03/2026
4,2111,11,70,81,31/03/2026
4,2112,9,19,28,31/03/2026
4,2113,11,66,77,31/03/2026
4,2114,11,84,95,31/03/2026
4,2115,12,76,88,31/03/2026
4,2116,11,54,65,31/03/2026
4,2117,16,76,92,31/03/2026
4,2118,18,37,55,31/03/2026
4,2119,5,66,71,31/03/2026
4,2120,10,51,61,31/03/2026
5,2001,11,58,69,31/03/2026
5,2002,9,88,97,31/03/2026
5,2003,7,92,99,31/03/2026
5,2004,7,90,97,31/03/2026
5,2005,9,26,35,31/03/2026
5,2006,17,70,87,31/03/2026
5,2007,10,30,40,31/03/2026
5,2008,9,71,80,31/03/2026
5,2009,14,58,72,31/03/2026
5,2010,11,19,30,31/03/2026
5,2011,17,59,76,31/03/2026
5,2012,10,58,68,31/03/2026
5,2013,12,40,52,31/03/2026
5,2014,9,61,70,31/03/2026
5,2015,7,19,26,31/03/2026
5,2016,11,78,89,31/03/2026
5,2017,6,34,40,31/03/2026
5,2018,11,28,39,31/03/2026
5,2019,8,56,64,31/03/2026
5,2020,6,71,77,31/03/2026
5,2021,11,9,20,31/03/2026
5,2022,8,77,85,31/03/2026
5,2023,8,46,54,31/03/2026
5,2024,11,29,40,31/03/2026
5,2025,7,18,25,31/03/2026
5,2026,8,13,21,31/03/2026
5,2027,18,52,70,31/03/2026
5,2028,15,28,43,31/03/2026
5,2029,8,89,97,31/03/2026
5,2030,14,36,50,31/03/2026
5,2031,16,67,83,31/03/2026
5,2032,13,81,94,31/03/2026
5,2033,13,7,20,31/03/2026
5,2034,11,14,25,31/03/2026
5,2035,13,65,78,31/03/2026
5,2036,13,77,90,31/03/2026
5,2037,6,89,95,31/03/2026
5,2038,16,61,77,31/03/2026
5,2039,6,77,83,31/03/2026
5,2040,5,29,34,31/03/2026
5,2041,9,40,49,31/03/2026
5,2042,15,63,78,31/03/2026
5,2043,17,67,84,31/03/2026
5,2044,9,69,78,31/03/2026
5,2045,14,61,75,31/03/2026
5,2046,7,42,49,31/03/2026
5,2047,10,51,61,31/03/2026
5,2048,9,90,99,31/03/2026
5,2049,6,15,21,31/03/2026
5,2050,8,39,47,31/03/2026
5,2051,10,33,43,31/03/2026
5,2052,13,43,56,31/03/2026
5,2053,9,26,35,31/03/2026
5,2054,10,73,83,31/03/2026
5,2055,8,49,57,31/03/2026
5,2056,17,65,82,31/03/2026
5,2057,9,13,22,31/03/2026
5,2058,14,16,30,31/03/2026
5,2059,10,52,62,31/03/2026
5,2060,9,16,25,31/03/2026
5,2061,8,41,49,31/03/2026
5,2062,8,31,39,31/03/2026
5,2063,12,68,80,31/03/2026
5,2064,17,11,28,31/03/2026
5,2065,7,26,33,31/03/2026
5,2066,9,60,69,31/03/2026
5,2067,9,30,39,31/03/2026
5,2068,10,56,66,31/03/2026
5,2069,10,30,40,31/03/2026
5,2070,9,68,77,31/03/2026
5,2071,13,23,36,31/03/2026
5,2072,14,12,26,31/03/2026
5,2073,11,83,94,31/03/2026
5,2074,12,36,48,31/03/2026
5,2075,8,49,57,31/03/2026
5,2076,12,31,43,31/03/2026
5,2077,8,48,56,31/03/2026
5,2078,12,57,69,31/03/2026
5,2079,12,59,71,31/03/2026
5,2080,13,48,61,31/03/2026
5,2081,20,75,95,31/03/2026
5,2082,15,18,33,31/03/2026
5,2083,9,78,87,31/03/2026
5,2084,9,37,46,31/03/2026
5,2085,10,17,27,31/03/2026
5,2086,14,53,67,31/03/2026
5,2087,17,7,24,31/03/2026
5,2088,13,46,59,31/03/2026
5,2089,10,25,35,31/03/2026
5,2090,14,63,77,31/03/2026
5,2091,2,62,64,31/03/2026
5,2092,5,19,24,31/03/2026
5,2093,7,81,88,31/03/2026
5,2094,8,79,87,31/03/2026
5,2095,17,5,22,31/03/2026
5,2096,15,85,100,31/03/2026
5,2097,4,83,87,31/03/2026
5,2098,14,70,84,31/03/2026
5,2099,9,79,88,31/03/2026
5,2100,15,15,30,31/03/2026
5,2101,9,19,28,31/03/2026
5,2102,11,83,94,31/03/2026
5,2103,13,40,53,31/03/2026
5,2104,11,20,31,31/03/2026
5,2105,13,31,44,31/03/2026
5,2106,11,70,81,31/03/2026
5,2107,8,36,44,31/03/2026
5,2108,10,68,78,31/03/2026
5,2109,9,68,77,31/03/2026
5,2110,5,42,47,31/03/2026
5,2111,12,25,37,31/03/2026
5,2112,8,14,22,31/03/2026
5,2113,8,84,92,31/03/2026
5,2114,16,61,77,31/03/2026
5,2115,13,31,44,31/03/2026
5,2116,9,39,48,31/03/2026
5,2117,11,57,68,31/03/2026
5,2118,12,87,99,31/03/2026
5,2119,6,37,43,31/03/2026
5,2120,11,26,37,31/03/2026
6,2001,14,24,38,31/03/2026
6,2002,7,71,78,31/03/2026
6,2003,8,24,32,31/03/2026
6,2004,9,90,99,31/03/2026
6,2005,5,31,36,31/03/2026
6,2006,11,51,62,31/03/2026
6,2007,7,52,59,31/03/2026
6,2008,9,29,38,31/03/2026
6,2009,7,62,69,31/03/2026
6,2010,13,30,43,31/03/2026
6,2011,13,27,40,31/03/2026
6,2012,12,86,98,31/03/2026
6,2013,4,42,46,31/03/2026
6,2014,7,74,81,31/03/2026
6,2015,16,52,68,31/03/2026
6,2016,8,20,28,31/03/2026
6,2017,7,33,40,31/03/2026
6,2018,9,39,48,31/03/2026
6,2019,7,84,91,31/03/2026
6,2020,4,61,65,31/03/2026
6,2021,19,56,75,31/03/2026
6,2022,13,70,83,31/03/2026
6,2023,10,79,89,31/03/2026
6,2024,13,71,84,31/03/2026
6,2025,8,88,96,31/03/2026
6,2026,12,69,81,31/03/2026
6,2027,5,26,31,31/03/2026
6,2028,9,91,100,31/03/2026
6,2029,9,73,82,31/03/2026
6,2030,9,18,27,31/03/2026
6,2031,12,26,38,31/03/2026
6,2032,15,16,31,31/03/2026
6,2033,6,15,21,31/03/2026
6,2034,13,87,100,31/03/2026
6,2035,9,29,38,31/03/2026
6,2036,12,9,21,31/03/2026
6,2037,11,37,48,31/03/2026
6,2038,18,77,95,31/03/2026
6,2039,12,33,45,31/03/2026
6,2040,14,86,100,31/03/2026
6,2041,12,25,37,31/03/2026
6,2042,16,52,68,31/03/2026
6,2043,5,47,52,31/03/2026
6,2044,10,12,22,31/03/2026
6,2045,13,34,47,31/03/2026
6,2046,8,28,36,31/03/2026
6,2047,15,72,87,31/03/2026
6,2048,15,8,23,31/03/2026
6,2049,6,85,91,31/03/2026
6,2050,7,60,67,31/03/2026
6,2051,12,51,63,31/03/2026
6,2052,10,72,82,31/03/2026
6,2053,5,30,35,31/03/2026
6,2054,6,71,77,31/03/2026
6,2055,15,78,93,31/03/2026
6,2056,8,50,58,31/03/2026
6,2057,13,86,99,31/03/2026
6,2058,2,44,46,31/03/2026
6,2059,10,51,61,31/03/2026
6,2060,7,21,28,31/03/2026
6,2061,9,30,39,31/03/2026
6,2062,7,48,55,31/03/2026
6,2063,10,36,46,31/03/2026
6,2064,9,32,41,31/03/2026
6,2065,8,69,77,31/03/2026
6,2066,10,24,34,31/03/2026
6,2067,5,51,56,31/03/2026
6,2068,12,18,30,31/03/2026
6,2069,12,83,95,31/03/2026
6,2070,16,59,75,31/03/2026
6,2071,10,89,99,31/03/2026
6,2072,15,54,69,31/03/2026
6,2073,13,32,45,31/03/2026
6,2074,13,29,42,31/03/2026
6,2075,11,44,55,31/03/2026
6,2076,12,53,65,31/03/2026
6,2077,17,41,58,31/03/2026
6,2078,5,56,61,31/03/2026
6,2079,10,41,51,31/03/2026
6,2080,10,13,23,31/03/2026
6,2081,13,36,49,31/03/2026
6,2082,8,20,28,31/03/2026
6,2083,6,27,33,31/03/2026
6,2084,9,54,63,31/03/2026
6,2085,5,78,83,31/03/2026
6,2086,15,39,54,31/03/2026
6,2087,8,37,45,31/03/2026
6,2088,12,27,39,31/03/2026
6,2089,7,22,29,31/03/2026
6,2090,17,37,54,31/03/2026
6,2091,9,15,24,31/03/2026
6,2092,6,91,97,31/03/2026
6,2093,9,75,84,31/03/2026
6,2094,11,65,76,31/03/2026
6,2095,10,37,47,31/03/2026
6,2096,12,45,57,31/03/2026
6,2097,17,77,94,31/03/2026
6,2098,14,71,85,31/03/2026
6,2099,15,83,98,31/03/2026
6,2100,2,88,90,31/03/2026
6,2101,18,31,49,31/03/2026
6,2102,8,68,76,31/03/2026
6,2103,10,82,92,31/03/2026
6,2104,14,20,34,31/03/2026
6,2105,15,42,57,31/03/2026
6,2106,11,38,49,31/03/2026
6,2107,10,82,92,31/03/2026
6,2108,10,79,89,31/03/2026
6,2109,9,47,56,31/03/2026
6,2110,12,43,55,31/03/2026
6,2111,12,62,74,31/03/2026
6,2112,10,71,81,31/03/2026
6,2113,6,92,98,31/03/2026
6,2114,10,80,90,31/03/2026
6,2115,5,52,57,31/03/2026
6,2116,9,21,30,31/03/2026
6,2117,9,55,64,31/03/2026
6,2118,4,67,71,31/03/2026
6,2119,8,34,42,31/03/2026
6,2120,7,46,53,31/03/2026
7,2001,12,81,93,31/03/2026
7,2002,8,24,32,31/03/2026
7,2003,12,35,47,31/03/2026
7,2004,10,80,90,31/03/2026
7,2005,16,10,26,31/03/2026
7,2006,11,21,32,31/03/2026
7,2007,8,38,46,31/03/2026
7,2008,15,33,48,31/03/2026
7,2009,6,56,62,31/03/2026
7,2010,9,88,97,31/03/2026
7,2011,11,56,67,31/03/2026
7,2012,12,11,23,31/03/2026
7,2013,12,80,92,31/03/2026
7,2014,6,85,91,31/03/2026
7,2015,13,77,90,31/03/2026
7,2016,10,48,58,31/03/2026
7,2017,15,48,63,31/03/2026
7,2018,7,70,77,31/03/2026
7,2019,18,26,44,31/03/2026
7,2020,6,92,98,31/03/2026
7,2021,14,32,46,31/03/2026
7,2022,12,70,82,31/03/2026
7,2023,3,75,78,31/03/2026
7,2024,8,14,22,31/03/2026
7,2025,10,78,88,31/03/2026
7,2026,13,7,20,31/03/2026
7,2027,6,54,60,31/03/2026
7,2028,16,7,23,31/03/2026
7,2029,8,89,97,31/03/2026
7,2030,10,61,71,31/03/2026
7,2031,7,63,70,31/03/2026
7,2032,14,70,84,31/03/2026
7,2033,11,35,46,31/03/2026
7,2034,10,29,39,31/03/2026
7,2035,6,23,29,31/03/2026
7,2036,9,77,86,31/03/2026
7,2037,16,17,33,31/03/2026
7,2038,8,31,39,31/03/2026
7,2039,9,34,43,31/03/2026
7,2040,6,50,56,31/03/2026
7,2041,6,28,34,31/03/2026
7,2042,6,46,52,31/03/2026
7,2043,18,15,33,31/03/2026
7,2044,5,59,64,31/03/2026
7,2045,11,71,82,31/03/2026
7,2046,6,80,86,31/03/2026
7,2047,3,53,56,31/03/2026
7,2048,7,18,25,31/03/2026
7,2049,12,36,48,31/03/2026
7,2050,9,55,64,31/03/2026
7,2051,6,80,86,31/03/2026
7,2052,4,41,45,31/03/2026
7,2053,8,34,42,31/03/2026
7,2054,4,45,49,31/03/2026
