order_id,store_id,product_id,customer_id,order_date,quantity,selling_price,revenue
100133,9,2064,6242,25-01-2026,1,19990,19990
100134,5,2056,6250,30-01-2025,1,1699,1699
100135,4,2021,6218,24-12-2024,2,38990,77980
100136,1,2098,6439,05-03-2025,2,2799,5598
100137,9,2102,6337,10-04-2025,1,30990,30990
100138,9,2050,6422,05-12-2025,1,12499,12499
100139,9,2083,6111,02-06-2025,1,18990,18990
100140,5,2105,6454,25-03-2024,1,24990,24990
100141,3,2058,6267,05-06-2023,1,9999,9999
100142,10,2104,6099,10-03-2026,1,44990,44990
100143,9,2038,6150,04-11-2025,1,1799,1799
100144,7,2112,6032,30-11-2025,1,5499,5499
100145,3,2016,6001,06-01-2025,1,51990,51990
100146,8,2023,6308,02-10-2024,1,42990,42990
100147,8,2086,6179,06-10-2025,1,17990,17990
100148,8,2022,6038,15-10-2025,1,99990,99990
100149,5,2019,6318,21-09-2025,2,52990,105980
100150,6,2106,6041,20-01-2026,1,41990,41990
100151,4,2087,6191,27-09-2025,2,19990,39980
100152,5,2098,6031,08-02-2023,1,2799,2799
100153,10,2055,6114,26-03-2024,1,5499,5499
100154,8,2032,6496,17-08-2024,1,11499,11499
100155,1,2105,6434,06-01-2025,1,24990,24990
100156,2,2108,6493,09-01-2026,1,36990,36990
100157,10,2051,6104,30-03-2026,1,9499,9499
100158,1,2088,6145,04-01-2025,1,18990,18990
100159,8,2024,6116,03-10-2024,1,24990,24990
100160,7,2117,6022,05-12-2025,1,5999,5999
100161,7,2002,6238,23-07-2024,1,79900,79900
100162,3,2069,6269,26-05-2024,1,14990,14990
100163,2,2031,6342,20-01-2026,1,9499,9499
100164,2,2085,6142,17-07-2024,1,29990,29990
100165,1,2078,6335,07-02-2025,2,29990,59980
100166,7,2119,6332,02-09-2024,1,9999,9999
100167,9,2024,6369,28-06-2022,2,24990,49980
100168,2,2079,6458,12-06-2024,2,21990,43980
100169,3,2099,6396,25-12-2025,1,5999,5999
100170,3,2022,6024,11-02-2023,1,99990,99990
100171,9,2107,6119,13-08-2025,1,33990,33990
100172,3,2111,6080,12-03-2026,1,4799,4799
100173,6,2039,6410,23-01-2026,2,1999,3998
100174,3,2059,6149,11-12-2025,1,3499,3499
100175,2,2084,6135,30-01-2025,1,49990,49990
100176,4,2010,6075,22-11-2024,1,19999,19999
100177,2,2050,6051,19-07-2025,1,12499,12499
100178,9,2029,6245,05-11-2024,1,25990,25990
100179,4,2011,6355,27-04-2025,1,79990,79990
100180,7,2077,6161,13-11-2024,1,34990,34990
100181,1,2090,6270,10-09-2024,1,30990,30990
100182,4,2038,6134,05-11-2024,1,1799,1799
100183,9,2010,6091,02-01-2025,2,19999,39998
100184,6,2083,6479,03-03-2025,1,18990,18990
100185,1,2059,6268,09-11-2025,1,3499,3499
100186,7,2029,6290,30-11-2025,1,25990,25990
100187,8,2099,6181,01-02-2026,1,5999,5999
100188,1,2112,6152,26-02-2026,1,5499,5499
100189,9,2074,6374,16-03-2026,1,44990,44990
100190,6,2110,6247,28-03-2026,1,31990,31990
100191,1,2089,6224,18-09-2025,1,38990,38990
100192,7,2090,6084,19-03-2025,1,30990,30990
100193,4,2005,6342,24-02-2026,3,12999,38997
100194,6,2034,6433,26-01-2026,1,13499,13499
100195,9,2019,6451,02-11-2024,1,52990,52990
100196,10,2117,6471,31-03-2026,1,5999,5999
100197,2,2095,6075,09-11-2023,2,14999,29998
100198,7,2025,6250,15-12-2024,1,33990,33990
100199,5,2029,6337,04-01-2025,1,25990,25990
100200,6,2085,6274,04-03-2025,2,29990,59980
100201,8,2075,6009,10-05-2023,3,13990,41970
100202,6,2120,6369,24-08-2024,1,12499,12499
100203,6,2062,6375,26-02-2026,1,72990,72990
100204,9,2090,6488,12-08-2025,1,30990,30990
100205,1,2065,6004,06-06-2024,1,29990,29990
100206,2,2076,6404,02-10-2025,1,38990,38990
100207,7,2085,6357,27-05-2025,1,29990,29990
100208,3,2037,6333,10-08-2025,1,10499,10499
100209,7,2030,6241,05-03-2026,1,35990,35990
100210,10,2061,6044,06-02-2026,1,44900,44900
100211,2,2077,6227,30-03-2025,2,34990,69980
100212,3,2091,6211,13-07-2025,1,12499,12499
100213,5,2033,6378,24-08-2025,3,12999,38997
100214,6,2045,6326,06-09-2025,1,22990,22990
100215,5,2105,6346,13-05-2025,3,24990,74970
100216,1,2038,6127,24-12-2025,1,1799,1799
100217,8,2039,6274,17-10-2025,1,1999,1999
100218,4,2054,6185,04-01-2023,1,4799,4799
100219,7,2117,6042,31-01-2026,1,5999,5999
100220,9,2008,6274,03-10-2024,1,22999,22999
100221,3,2074,6053,14-02-2026,1,44990,44990
100222,5,2054,6153,19-01-2026,1,4799,4799
100223,8,2020,6317,17-06-2024,1,59990,59990
100224,10,2084,6187,12-05-2024,1,49990,49990
100225,3,2119,6163,04-09-2022,1,9999,9999
100226,1,2056,6136,27-01-2026,1,1699,1699
100227,7,2070,6010,10-11-2024,2,10990,21980
100228,8,2097,6381,17-01-2023,1,3999,3999
100229,5,2087,6301,06-07-2023,1,19990,19990
100230,1,2044,6191,16-01-2026,1,9499,9499
100231,7,2120,6167,28-07-2025,1,12499,12499
100232,4,2017,6214,19-04-2025,1,64990,64990
100233,4,2012,6419,10-07-2024,1,56990,56990
100234,1,2043,6018,17-05-2025,2,7499,14998
100235,5,2087,6183,26-07-2025,1,19990,19990
100236,4,2014,6014,18-05-2025,1,114900,114900
100237,3,2090,6040,04-02-2026,1,30990,30990
100238,4,2093,6456,24-07-2025,1,29990,29990
100239,5,2074,6034,28-03-2024,1,44990,44990
100240,4,2071,6120,03-07-2025,1,24990,24990
100241,10,2049,6278,09-07-2025,1,21990,21990
100242,6,2070,6051,01-08-2024,1,10990,10990
100243,2,2005,6098,29-05-2023,1,12999,12999
100244,7,2006,6244,14-09-2024,1,33999,33999
100245,8,2044,6362,05-01-2026,2,9499,18998
100246,1,2034,6323,25-12-2023,1,13499,13499
100247,4,2074,6051,20-07-2024,1,44990,44990
100248,3,2023,6311,17-01-2026,1,42990,42990
100249,2,2101,6004,07-08-2024,1,38990,38990
100250,6,2078,6308,16-10-2024,1,29990,29990
100251,8,2099,6137,13-01-2026,1,5999,5999
100252,7,2091,6344,09-03-2026,1,12499,12499
100253,10,2054,6423,03-03-2025,2,4799,9598
100254,6,2106,6344,11-06-2025,1,41990,41990
100255,4,2020,6082,17-04-2025,1,59990,59990
100256,3,2100,6411,23-03-2025,2,1699,3398
100257,2,2090,6343,27-03-2024,1,30990,30990
100258,7,2097,6267,04-08-2023,1,3999,3999
100259,3,2066,6106,06-02-2025,2,23990,47980
100260,3,2105,6083,07-01-2024,1,24990,24990
100261,7,2025,6076,06-07-2024,1,33990,33990
100262,5,2056,6493,07-02-2025,1,1699,1699
100263,3,2047,6324,12-08-2023,1,5999,5999
100264,9,2063,6343,29-05-2025,1,34990,34990
100265,6,2092,6488,27-01-2023,1,13999,13999
100266,9,2092,6244,02-01-2026,1,13999,13999
100267,4,2075,6045,26-11-2024,1,13990,13990
100268,6,2072,6028,18-02-2025,1,32990,32990
100269,4,2052,6164,27-02-2024,1,15999,15999
100270,1,2118,6495,14-09-2025,1,10999,10999
100271,9,2084,6214,03-12-2025,1,49990,49990
100272,6,2069,6050,13-09-2025,1,14990,14990
100273,7,2064,6326,10-11-2025,1,19990,19990
100274,8,2107,6367,07-12-2022,1,33990,33990
100275,2,2083,6229,20-03-2025,1,18990,18990
100276,7,2033,6110,16-12-2024,1,12999,12999
100277,8,2113,6300,14-10-2025,1,9499,9499
100278,8,2013,6130,14-03-2026,1,47990,47990
100279,3,2103,6350,21-02-2026,1,32990,32990
100280,4,2075,6017,20-01-2025,1,13990,13990
100281,1,2033,6434,18-10-2023,1,12999,12999
100282,7,2014,6304,13-01-2024,1,114900,114900
100283,10,2090,6201,14-01-2026,1,30990,30990
100284,6,2042,6210,22-04-2023,2,26990,53980
100285,5,2056,6399,17-01-2024,1,1699,1699
100286,4,2070,6267,05-08-2023,1,10990,10990
100287,4,2081,6031,03-08-2023,1,34990,34990
100288,7,2068,6436,02-10-2023,2,18990,37980
100289,3,2068,6265,29-11-2025,1,18990,18990
100290,10,2024,6300,25-03-2025,1,24990,24990
100291,7,2111,6062,14-09-2025,1,4799,4799
100292,8,2092,6169,06-09-2024,1,13999,13999
100293,6,2008,6304,08-05-2024,1,22999,22999
100294,4,2007,6024,17-10-2023,1,25999,25999
100295,6,2048,6361,30-06-2024,1,1999,1999
100296,5,2103,6044,31-12-2025,1,32990,32990
100297,2,2033,6246,30-10-2025,1,12999,12999
100298,10,2015,6290,04-11-2025,1,44990,44990
100299,2,2008,6379,02-01-2026,1,22999,22999
100300,7,2055,6230,16-12-2022,1,5499,5499
100301,2,2089,6440,21-08-2024,1,38990,38990
100302,7,2076,6138,05-01-2026,1,38990,38990
100303,7,2069,6137,25-02-2025,1,14990,14990
100304,2,2094,6170,27-03-2026,3,37990,113970
100305,7,2026,6234,21-11-2025,1,29990,29990
100306,1,2026,6112,08-09-2024,1,29990,29990
100307,8,2077,6488,12-02-2026,1,34990,34990
100308,2,2024,6212,04-12-2025,2,24990,49980
100309,8,2016,6009,05-10-2025,1,51990,51990
100310,4,2037,6114,16-09-2025,1,10499,10499
100311,10,2011,6048,05-11-2024,1,79990,79990
100312,7,2041,6066,13-11-2024,2,24990,49980
100313,2,2088,6096,03-12-2025,1,18990,18990
100314,1,2033,6007,11-02-2025,1,12999,12999
100315,7,2097,6484,06-08-2025,1,3999,3999
100316,7,2053,6149,20-03-2026,1,750,750
100317,4,2091,6382,16-05-2025,1,12499,12499
100318,9,2009,6036,22-04-2024,2,10999,21998
100319,6,2006,6041,06-10-2024,1,33999,33999
100320,5,2006,6146,21-06-2024,2,33999,67998
100321,1,2065,6176,08-01-2024,1,29990,29990
100322,1,2099,6222,20-09-2023,1,5999,5999
100323,9,2022,6313,17-09-2023,1,99990,99990
100324,6,2067,6064,17-10-2023,1,15990,15990
100325,9,2067,6115,07-12-2025,1,15990,15990
100326,5,2051,6059,11-03-2026,1,9499,9499
100327,8,2120,6108,01-08-2025,2,12499,24998
100328,2,2039,6435,12-02-2026,1,1999,1999
100329,3,2048,6372,09-08-2023,1,1999,1999
100330,6,2072,6379,17-01-2023,1,32990,32990
100331,6,2023,6196,21-12-2025,1,42990,42990
100332,5,2111,6229,22-09-2025,1,4799,4799
100333,2,2091,6198,28-03-2026,1,12499,12499
100334,10,2098,6491,17-02-2025,1,2799,2799
100335,7,2118,6368,27-11-2022,1,10999,10999
100336,5,2058,6270,20-10-2024,1,9999,9999
100337,6,2060,6316,03-12-2025,1,1499,1499
100338,8,2051,6486,18-11-2022,1,9499,9499
100339,4,2089,6029,03-02-2026,1,38990,38990
100340,7,2003,6056,02-02-2026,1,27999,27999
100341,2,2010,6006,29-08-2025,1,19999,19999
100342,8,2041,6472,07-06-2025,1,24990,24990
100343,1,2105,6398,11-02-2026,3,24990,74970
100344,2,2097,6010,16-02-2026,1,3999,3999
100345,5,2115,6032,25-05-2023,1,3499,3499
100346,1,2009,6267,27-12-2022,1,10999,10999
100347,1,2052,6293,30-04-2025,1,15999,15999
100348,1,2102,6312,24-11-2025,1,30990,30990
100349,8,2113,6321,28-03-2026,1,9499,9499
100350,5,2049,6124,25-09-2025,1,21990,21990
100351,6,2115,6045,02-03-2026,1,3499,3499
100352,8,2079,6378,28-07-2025,1,21990,21990
100353,8,2016,6258,17-05-2024,1,51990,51990
100354,5,2052,6286,09-02-2026,1,15999,15999
100355,7,2093,6202,16-07-2024,1,29990,29990
100356,9,2102,6261,18-08-2023,1,30990,30990
100357,7,2053,6199,25-08-2023,2,750,1500
100358,3,2033,6352,04-01-2024,1,12999,12999
100359,5,2070,6208,17-10-2025,1,10990,10990
100360,1,2097,6306,22-02-2024,1,3999,3999
100361,6,2059,6386,25-03-2026,1,3499,3499
100362,10,2058,6115,06-07-2023,1,9999,9999
100363,8,2026,6122,20-03-2024,1,29990,29990
100364,1,2005,6203,14-11-2025,2,12999,25998
100365,3,2040,6284,05-07-2025,1,1199,1199
100366,9,2117,6480,20-03-2026,1,5999,5999
100367,10,2120,6082,15-02-2024,1,12499,12499
100368,6,2038,6286,05-07-2025,1,1799,1799
100369,3,2016,6246,02-09-2025,1,51990,51990
100370,9,2079,6498,15-11-2025,1,21990,21990
100371,6,2038,6392,06-02-2026,1,1799,1799
100372,3,2089,6313,23-10-2024,1,38990,38990
100373,1,2099,6210,28-02-2023,1,5999,5999
100374,10,2079,6064,17-09-2024,1,21990,21990
100375,5,2029,6480,15-02-2026,1,25990,25990
100376,7,2024,6463,11-11-2025,1,24990,24990
100377,2,2115,6105,26-01-2026,1,3499,3499
100378,2,2098,6063,27-07-2023,1,2799,2799
100379,8,2048,6110,02-06-2025,1,1999,1999
100380,3,2092,6492,14-03-2023,1,13999,13999
100381,4,2036,6007,19-08-2024,1,18999,18999
100382,7,2007,6464,29-03-2026,1,25999,25999
100383,6,2035,6109,19-10-2025,1,3499,3499
100384,7,2068,6253,09-04-2022,1,18990,18990
100385,3,2087,6225,08-11-2025,1,19990,19990
100386,8,2076,6349,23-12-2024,1,38990,38990
100387,3,2032,6173,30-12-2024,2,11499,22998
100388,10,2063,6205,11-03-2025,1,34990,34990
100389,6,2100,6115,16-01-2024,1,1699,1699
100390,1,2041,6268,10-01-2026,1,24990,24990
100391,2,2001,6079,20-05-2025,2,26999,53998
100392,10,2074,6048,12-05-2024,1,44990,44990
100393,7,2026,6278,15-09-2024,1,29990,29990
100394,8,2047,6026,25-02-2025,1,5999,5999
100395,7,2102,6240,28-09-2022,2,30990,61980
100396,4,2057,6368,12-01-2024,1,1199,1199
100397,7,2092,6347,25-03-2026,1,13999,13999
100398,10,2073,6450,21-03-2026,1,27990,27990
100399,4,2003,6375,11-07-2025,1,27999,27999
100400,2,2058,6189,25-02-2026,1,9999,9999
100401,4,2012,6224,29-07-2025,1,56990,56990
100402,7,2060,6147,02-12-2025,1,1499,1499
100403,7,2003,6182,06-08-2025,1,27999,27999
100404,3,2109,6292,16-11-2025,2,42990,85980
100405,5,2038,6396,07-02-2026,1,1799,1799
100406,8,2079,6167,20-07-2025,1,21990,21990
100407,6,2023,6181,18-02-2026,1,42990,42990
100408,1,2016,6424,15-05-2025,1,51990,51990
100409,6,2076,6185,20-01-2024,1,38990,38990
100410,10,2057,6317,30-06-2022,1,1199,1199
100411,5,2069,6096,30-07-2024,1,14990,14990
100412,7,2051,6292,02-02-2026,1,9499,9499
100413,9,2074,6198,08-01-2026,1,44990,44990
100414,10,2069,6480,11-02-2026,1,14990,14990
100415,6,2113,6009,05-01-2025,1,9499,9499
100416,4,2011,6198,04-08-2025,1,79990,79990
100417,2,2101,6135,22-03-2025,1,38990,38990
100418,4,2009,6079,30-01-2026,1,10999,10999
100419,8,2029,6469,29-06-2024,2,25990,51980
100420,4,2016,6130,07-12-2025,1,51990,51990
100421,7,2112,6125,16-02-2025,1,5499,5499
100422,8,2034,6451,10-05-2025,1,13499,13499
100423,1,2003,6130,02-11-2025,1,27999,27999
100424,10,2040,6021,27-10-2025,1,1199,1199
100425,4,2024,6275,06-12-2025,1,24990,24990
100426,5,2042,6269,07-08-2024,1,26990,26990
100427,10,2007,6470,24-10-2023,2,25999,51998
100428,10,2071,6395,22-02-2024,1,24990,24990
100429,10,2050,6060,28-02-2026,3,12499,37497
100430,9,2118,6365,15-03-2025,1,10999,10999
100431,4,2001,6247,29-01-2026,2,26999,53998
100432,9,2098,6089,26-11-2024,2,2799,5598
100433,3,2087,6264,18-03-2025,1,19990,19990
100434,10,2025,6493,23-02-2024,3,33990,101970
100435,7,2021,6233,18-03-2026,1,38990,38990
100436,1,2035,6253,25-09-2024,1,3499,3499
100437,3,2060,6423,01-04-2024,1,1499,1499
100438,1,2103,6115,21-09-2023,1,32990,32990
100439,9,2099,6028,17-07-2023,1,5999,5999
100440,9,2022,6328,23-09-2025,2,99990,199980
100441,10,2070,6016,19-11-2024,1,10990,10990
100442,2,2010,6207,13-09-2024,2,19999,39998
100443,1,2119,6190,10-07-2025,1,9999,9999
100444,2,2079,6241,16-04-2025,1,21990,21990
100445,8,2053,6171,26-03-2026,1,750,750
100446,4,2024,6138,09-01-2026,1,24990,24990
100447,9,2102,6157,02-01-2024,1,30990,30990
100448,9,2049,6310,11-01-2023,1,21990,21990
100449,3,2113,6399,16-02-2025,1,9499,9499
100450,3,2102,6243,25-11-2025,1,30990,30990
100451,5,2042,6369,07-02-2024,1,26990,26990
100452,10,2025,6459,04-03-2024,1,33990,33990
100453,7,2062,6237,23-04-2025,2,72990,145980
100454,4,2002,6179,14-10-2025,1,79900,79900
100455,3,2004,6007,07-01-2025,2,21999,43998
100456,6,2099,6293,29-03-2026,1,5999,5999
100457,2,2106,6256,16-01-2024,1,41990,41990
100458,6,2004,6245,08-11-2023,1,21999,21999
100459,5,2069,6117,02-03-2025,1,14990,14990
100460,4,2083,6433,30-01-2026,1,18990,18990
100461,1,2110,6222,17-11-2024,1,31990,31990
100462,2,2077,6396,13-02-2026,1,34990,34990
100463,9,2035,6092,07-11-2025,1,3499,3499
100464,4,2072,6221,20-03-2026,1,32990,32990
100465,3,2020,6275,14-05-2024,1,59990,59990
100466,8,2078,6396,05-10-2025,1,29990,29990
100467,7,2070,6071,08-05-2024,1,10990,10990
100468,1,2019,6225,18-01-2026,1,52990,52990
100469,4,2081,6302,12-06-2023,1,34990,34990
100470,2,2011,6135,07-05-2025,1,79990,79990
100471,1,2109,6414,30-03-2025,2,42990,85980
100472,2,2094,6429,02-02-2025,1,37990,37990
100473,9,2008,6249,03-08-2025,2,22999,45998
100474,5,2118,6176,04-06-2024,1,10999,10999
100475,6,2103,6142,27-06-2025,3,32990,98970
100476,7,2008,6420,25-11-2025,1,22999,22999
100477,5,2101,6001,08-12-2025,1,38990,38990
100478,2,2034,6247,04-02-2026,1,13499,13499
100479,9,2012,6323,09-07-2024,1,56990,56990
100480,4,2004,6010,04-08-2024,1,21999,21999
100481,5,2026,6472,26-10-2024,1,29990,29990
100482,6,2011,6188,28-03-2026,1,79990,79990
100483,1,2017,6278,14-05-2025,1,64990,64990
100484,7,2093,6173,06-06-2025,1,29990,29990
100485,3,2119,6332,12-02-2026,1,9999,9999
100486,3,2003,6415,28-07-2025,1,27999,27999
100487,5,2033,6170,29-03-2026,1,12999,12999
100488,5,2070,6358,23-11-2025,1,10990,10990
100489,3,2056,6175,05-06-2022,1,1699,1699
100490,7,2118,6298,01-01-2026,1,10999,10999
100491,10,2108,6401,01-10-2023,1,36990,36990
100492,1,2040,6331,17-03-2026,1,1199,1199
100493,3,2066,6351,03-02-2026,2,23990,47980
100494,4,2101,6236,17-02-2026,1,38990,38990
100495,4,2077,6395,16-12-2023,2,34990,69980
100496,9,2067,6308,12-06-2025,1,15990,15990
100497,1,2060,6209,02-07-2025,1,1499,1499
100498,7,2090,6484,29-01-2025,2,30990,61980
100499,9,2070,6193,16-08-2024,1,10990,10990
100500,9,2050,6233,19-10-2024,1,12499,12499
100501,2,2014,6079,28-05-2024,1,114900,114900
100502,6,2113,6418,11-10-2024,1,9499,9499
100503,9,2062,6176,24-11-2025,1,72990,72990
100504,9,2099,6262,12-02-2026,1,5999,5999
100505,9,2037,6488,03-09-2024,1,10499,10499
100506,2,2046,6333,29-08-2024,1,2799,2799
100507,3,2018,6199,01-01-2024,1,84990,84990
100508,1,2031,6305,28-05-2025,1,9499,9499
100509,6,2115,6172,22-11-2024,1,3499,3499
100510,1,2020,6013,14-03-2026,1,59990,59990
100511,10,2037,6310,11-11-2023,1,10499,10499
100512,6,2077,6455,13-03-2025,1,34990,34990
100513,4,2013,6226,24-01-2023,1,47990,47990
100514,2,2081,6093,25-02-2026,1,34990,34990
100515,1,2076,6467,09-09-2023,1,38990,38990
100516,7,2113,6456,29-01-2026,1,9499,9499
100517,1,2050,6060,29-03-2026,1,12499,12499
100518,5,2054,6054,05-03-2023,3,4799,14397
100519,10,2058,6140,13-12-2024,1,9999,9999
100520,1,2114,6337,15-02-2026,2,7999,15998
100521,7,2078,6337,15-12-2024,1,29990,29990
100522,2,2090,6141,25-08-2024,1,30990,30990
100523,10,2027,6284,22-09-2023,1,22990,22990
100524,6,2055,6069,25-12-2025,1,5499,5499
100525,10,2047,6061,10-11-2024,1,5999,5999
100526,6,2082,6451,25-10-2025,2,46990,93980
100527,9,2032,6442,21-04-2024,1,11499,11499
100528,1,2068,6345,07-12-2025,1,18990,18990
100529,1,2053,6426,17-02-2025,1,750,750
100530,5,2087,6098,17-01-2023,1,19990,19990
100531,10,2061,6052,25-02-2026,1,44900,44900
100532,5,2024,6400,03-10-2024,1,24990,24990
100533,4,2003,6400,12-09-2025,1,27999,27999
100534,1,2062,6077,22-08-2024,1,72990,72990
100535,4,2113,6297,25-02-2026,1,9499,9499
100536,5,2057,6002,30-06-2023,1,1199,1199
