store_id,product_id,quantity,closing_stock,opening_stock,inventory_date
1,2054,2,88,90,31/03/2026
1,2055,10,42,52,31/03/2026
1,2056,4,17,21,31/03/2026
1,2057,5,56,61,31/03/2026
1,2058,9,83,92,31/03/2026
1,2059,13,40,53,31/03/2026
1,2060,13,33,46,31/03/2026
1,2061,9,72,81,31/03/2026
1,2062,12,64,76,31/03/2026
1,2063,10,22,32,31/03/2026
1,2064,3,96,99,31/03/2026
1,2065,12,15,27,31/03/2026
1,2066,4,33,37,31/03/2026
1,2067,5,81,86,31/03/2026
1,2068,6,62,68,31/03/2026
1,2069,14,85,99,31/03/2026
1,2070,5,17,22,31/03/2026
1,2071,1,99,100,31/03/2026
1,2072,5,19,24,31/03/2026
1,2073,7,47,54,31/03/2026
1,2074,11,53,64,31/03/2026
1,2075,8,69,77,31/03/2026
1,2076,13,30,43,31/03/2026
1,2077,7,44,51,31/03/2026
1,2078,15,68,83,31/03/2026
1,2079,9,58,67,31/03/2026
1,2080,15,58,73,31/03/2026
1,2081,15,63,78,31/03/2026
1,2082,10,62,72,31/03/2026
1,2083,12,73,85,31/03/2026
1,2084,1,91,92,31/03/2026
1,2085,1,57,58,31/03/2026
1,2086,8,72,80,31/03/2026
1,2087,10,22,32,31/03/2026
1,2088,5,54,59,31/03/2026
1,2089,1,35,36,31/03/2026
1,2090,10,82,92,31/03/2026
1,2091,3,97,100,31/03/2026
1,2092,8,58,66,31/03/2026
1,2093,9,87,96,31/03/2026
1,2094,10,49,59,31/03/2026
1,2095,2,49,51,31/03/2026
1,2096,2,73,75,31/03/2026
1,2097,11,61,72,31/03/2026
1,2098,8,27,35,31/03/2026
1,2099,9,37,46,31/03/2026
1,2100,9,16,25,31/03/2026
1,2101,9,17,26,31/03/2026
1,2102,9,28,37,31/03/2026
1,2103,14,28,42,31/03/2026
1,2104,1,23,24,31/03/2026
1,2105,2,79,81,31/03/2026
1,2106,4,33,37,31/03/2026
1,2107,8,79,87,31/03/2026
1,2108,11,76,87,31/03/2026
1,2109,7,42,49,31/03/2026
1,2110,11,73,84,31/03/2026
1,2111,15,7,22,31/03/2026
1,2112,6,66,72,31/03/2026
1,2113,10,49,59,31/03/2026
1,2114,9,32,41,31/03/2026
1,2115,5,47,52,31/03/2026
1,2116,2,54,56,31/03/2026
1,2117,15,25,40,31/03/2026
1,2118,12,19,31,31/03/2026
1,2119,12,76,88,31/03/2026
1,2120,10,75,85,31/03/2026
2,2001,10,28,38,31/03/2026
2,2002,3,76,79,31/03/2026
2,2003,7,15,22,31/03/2026
2,2004,14,18,32,31/03/2026
2,2005,15,16,31,31/03/2026
2,2006,2,78,80,31/03/2026
2,2007,14,85,99,31/03/2026
2,2008,11,40,51,31/03/2026
2,2009,12,48,60,31/03/2026
2,2010,3,42,45,31/03/2026
2,2011,7,42,49,31/03/2026
2,2012,8,21,29,31/03/2026
2,2013,9,46,55,31/03/2026
2,2014,14,17,31,31/03/2026
2,2015,9,43,52,31/03/2026
2,2016,4,86,90,31/03/2026
2,2017,14,24,38,31/03/2026
2,2018,1,31,32,31/03/2026
2,2019,2,28,30,31/03/2026
2,2020,13,31,44,31/03/2026
2,2021,12,83,95,31/03/2026
2,2022,9,90,99,31/03/2026
2,2023,6,48,54,31/03/2026
2,2024,5,80,85,31/03/2026
2,2025,13,71,84,31/03/2026
2,2026,13,27,40,31/03/2026
2,2027,9,71,80,31/03/2026
2,2028,12,83,95,31/03/2026
2,2029,15,71,86,31/03/2026
2,2030,12,69,81,31/03/2026
2,2031,3,25,28,31/03/2026
2,2032,7,29,36,31/03/2026
2,2033,9,39,48,31/03/2026
2,2034,10,31,41,31/03/2026
2,2035,8,92,100,31/03/2026
2,2036,7,83,90,31/03/2026
2,2037,11,45,56,31/03/2026
2,2038,3,92,95,31/03/2026
2,2039,10,28,38,31/03/2026
2,2040,15,85,100,31/03/2026
2,2041,11,19,30,31/03/2026
2,2042,14,79,93,31/03/2026
2,2043,4,73,77,31/03/2026
2,2044,12,63,75,31/03/2026
2,2045,10,22,32,31/03/2026
2,2046,6,92,98,31/03/2026
2,2047,5,36,41,31/03/2026
2,2048,4,57,61,31/03/2026
2,2049,9,62,71,31/03/2026
2,2050,5,86,91,31/03/2026
2,2051,15,20,35,31/03/2026
2,2052,1,37,38,31/03/2026
2,2053,6,63,69,31/03/2026
2,2054,1,93,94,31/03/2026
2,2055,4,90,94,31/03/2026
2,2056,8,75,83,31/03/2026
2,2057,10,85,95,31/03/2026
2,2058,3,69,72,31/03/2026
2,2059,9,39,48,31/03/2026
2,2060,15,23,38,31/03/2026
2,2061,9,31,40,31/03/2026
2,2062,9,48,57,31/03/2026
2,2063,10,60,70,31/03/2026
2,2064,10,31,41,31/03/2026
2,2065,15,16,31,31/03/2026
2,2066,10,63,73,31/03/2026
2,2067,11,80,91,31/03/2026
2,2068,11,31,42,31/03/2026
2,2069,5,84,89,31/03/2026
2,2070,1,25,26,31/03/2026
2,2071,15,44,59,31/03/2026
2,2072,14,75,89,31/03/2026
2,2073,4,96,100,31/03/2026
2,2074,15,81,96,31/03/2026
2,2075,6,79,85,31/03/2026
2,2076,15,29,44,31/03/2026
2,2077,6,93,99,31/03/2026
2,2078,6,30,36,31/03/2026
2,2079,10,73,83,31/03/2026
2,2080,3,23,26,31/03/2026
2,2081,8,21,29,31/03/2026
2,2082,6,71,77,31/03/2026
2,2083,8,15,23,31/03/2026
2,2084,8,88,96,31/03/2026
2,2085,1,88,89,31/03/2026
2,2086,13,85,98,31/03/2026
2,2087,6,91,97,31/03/2026
2,2088,9,65,74,31/03/2026
2,2089,6,23,29,31/03/2026
2,2090,10,25,35,31/03/2026
2,2091,8,80,88,31/03/2026
2,2092,13,50,63,31/03/2026
2,2093,8,39,47,31/03/2026
2,2094,9,42,51,31/03/2026
2,2095,15,6,21,31/03/2026
2,2096,5,66,71,31/03/2026
2,2097,4,31,35,31/03/2026
2,2098,9,79,88,31/03/2026
2,2099,4,58,62,31/03/2026
2,2100,14,78,92,31/03/2026
2,2101,13,70,83,31/03/2026
2,2102,9,24,33,31/03/2026
2,2103,6,84,90,31/03/2026
2,2104,4,20,24,31/03/2026
2,2105,12,63,75,31/03/2026
2,2106,7,41,48,31/03/2026
2,2107,15,83,98,31/03/2026
2,2108,2,76,78,31/03/2026
2,2109,1,84,85,31/03/2026
2,2110,12,62,74,31/03/2026
2,2111,10,24,34,31/03/2026
2,2112,12,63,75,31/03/2026
2,2113,13,17,30,31/03/2026
2,2114,2,65,67,31/03/2026
2,2115,9,91,100,31/03/2026
2,2116,2,60,62,31/03/2026
2,2117,5,62,67,31/03/2026
2,2118,5,22,27,31/03/2026
2,2119,5,81,86,31/03/2026
2,2120,5,67,72,31/03/2026
3,2001,11,83,94,31/03/2026
3,2002,4,30,34,31/03/2026
3,2003,10,45,55,31/03/2026
3,2004,5,65,70,31/03/2026
3,2005,4,79,83,31/03/2026
3,2006,5,95,100,31/03/2026
3,2007,6,82,88,31/03/2026
3,2008,11,85,96,31/03/2026
3,2009,3,56,59,31/03/2026
3,2010,13,8,21,31/03/2026
3,2011,15,78,93,31/03/2026
3,2012,2,19,21,31/03/2026
3,2013,6,90,96,31/03/2026
3,2014,10,46,56,31/03/2026
3,2015,15,46,61,31/03/2026
3,2016,6,63,69,31/03/2026
3,2017,6,73,79,31/03/2026
3,2018,5,44,49,31/03/2026
3,2019,5,27,32,31/03/2026
3,2020,15,56,71,31/03/2026
3,2021,9,16,25,31/03/2026
3,2022,1,99,100,31/03/2026
3,2023,7,23,30,31/03/2026
3,2024,15,19,34,31/03/2026
3,2025,5,69,74,31/03/2026
3,2026,8,51,59,31/03/2026
3,2027,4,69,73,31/03/2026
3,2028,14,76,90,31/03/2026
3,2029,6,69,75,31/03/2026
3,2030,4,38,42,31/03/2026
3,2031,6,32,38,31/03/2026
3,2032,15,76,91,31/03/2026
3,2033,12,8,20,31/03/2026
3,2034,10,70,80,31/03/2026
3,2035,3,56,59,31/03/2026
3,2036,11,64,75,31/03/2026
3,2037,2,50,52,31/03/2026
3,2038,9,41,50,31/03/2026
3,2039,10,76,86,31/03/2026
3,2040,8,30,38,31/03/2026
3,2041,13,11,24,31/03/2026
3,2042,13,9,22,31/03/2026
3,2043,11,14,25,31/03/2026
3,2044,2,64,66,31/03/2026
3,2045,9,60,69,31/03/2026
3,2046,12,66,78,31/03/2026
3,2047,6,45,51,31/03/2026
3,2048,15,84,99,31/03/2026
3,2049,14,25,39,31/03/2026
3,2050,14,31,45,31/03/2026
3,2051,12,68,80,31/03/2026
3,2052,3,92,95,31/03/2026
3,2053,14,40,54,31/03/2026
3,2054,13,53,66,31/03/2026
3,2055,14,6,20,31/03/2026
3,2056,1,77,78,31/03/2026
3,2057,12,52,64,31/03/2026
3,2058,5,38,43,31/03/2026
3,2059,15,49,64,31/03/2026
3,2060,10,43,53,31/03/2026
3,2061,13,63,76,31/03/2026
3,2062,14,68,82,31/03/2026
3,2063,9,41,50,31/03/2026
3,2064,2,65,67,31/03/2026
3,2065,4,56,60,31/03/2026
3,2066,9,14,23,31/03/2026
3,2067,13,80,93,31/03/2026
3,2068,7,41,48,31/03/2026
3,2069,13,58,71,31/03/2026
3,2070,11,45,56,31/03/2026
3,2071,10,54,64,31/03/2026
3,2072,14,86,100,31/03/2026
3,2073,12,82,94,31/03/2026
3,2074,15,81,96,31/03/2026
3,2075,9,14,23,31/03/2026
3,2076,5,88,93,31/03/2026
3,2077,4,63,67,31/03/2026
3,2078,13,78,91,31/03/2026
3,2079,13,68,81,31/03/2026
3,2080,14,60,74,31/03/2026
3,2081,5,82,87,31/03/2026
3,2082,15,19,34,31/03/2026
3,2083,15,74,89,31/03/2026
3,2084,5,51,56,31/03/2026
3,2085,12,50,62,31/03/2026
3,2086,6,54,60,31/03/2026
3,2087,11,34,45,31/03/2026
3,2088,5,24,29,31/03/2026
3,2089,5,61,66,31/03/2026
3,2090,8,68,76,31/03/2026
3,2091,8,65,73,31/03/2026
3,2092,7,56,63,31/03/2026
3,2093,10,75,85,31/03/2026
3,2094,2,86,88,31/03/2026
3,2095,3,55,58,31/03/2026
3,2096,5,63,68,31/03/2026
3,2097,13,83,96,31/03/2026
3,2098,4,62,66,31/03/2026
3,2099,3,87,90,31/03/2026
3,2100,12,28,40,31/03/2026
3,2101,13,45,58,31/03/2026
3,2102,14,35,49,31/03/2026
3,2103,14,44,58,31/03/2026
3,2104,3,17,20,31/03/2026
3,2105,6,82,88,31/03/2026
3,2106,8,27,35,31/03/2026
3,2107,15,15,30,31/03/2026
3,2108,3,79,82,31/03/2026
3,2109,12,66,78,31/03/2026
3,2110,7,71,78,31/03/2026
3,2111,13,74,87,31/03/2026
3,2112,11,44,55,31/03/2026
3,2113,2,98,100,31/03/2026
3,2114,14,16,30,31/03/2026
3,2115,2,43,45,31/03/2026
3,2116,5,89,94,31/03/2026
3,2117,1,26,27,31/03/2026
3,2118,10,57,67,31/03/2026
3,2119,2,96,98,31/03/2026
3,2120,6,88,94,31/03/2026
4,2001,10,19,29,31/03/2026
4,2002,2,30,32,31/03/2026
4,2003,12,83,95,31/03/2026
4,2004,7,42,49,31/03/2026
4,2005,3,26,29,31/03/2026
4,2006,8,27,35,31/03/2026
4,2007,11,48,59,31/03/2026
4,2008,9,43,52,31/03/2026
4,2009,7,18,25,31/03/2026
4,2010,4,42,46,31/03/2026
4,2011,5,29,34,31/03/2026
4,2012,15,38,53,31/03/2026
4,2013,7,47,54,31/03/2026
4,2014,7,49,56,31/03/2026
4,2015,2,61,63,31/03/2026
4,2016,13,15,28,31/03/2026
4,2017,2,77,79,31/03/2026
4,2018,2,55,57,31/03/2026
4,2019,12,44,56,31/03/2026
4,2020,2,36,38,31/03/2026
4,2021,10,67,77,31/03/2026
4,2022,1,37,38,31/03/2026
4,2023,8,48,56,31/03/2026
4,2024,2,44,46,31/03/2026
4,2025,12,74,86,31/03/2026
4,2026,5,30,35,31/03/2026
4,2027,10,61,71,31/03/2026
4,2028,5,51,56,31/03/2026
4,2029,15,85,100,31/03/2026
4,2030,10,56,66,31/03/2026
4,2031,13,63,76,31/03/2026
4,2032,11,31,42,31/03/2026
4,2033,3,92,95,31/03/2026
4,2034,1,98,99,31/03/2026
4,2035,15,62,77,31/03/2026
4,2036,1,24,25,31/03/2026
4,2037,11,83,94,31/03/2026
4,2038,7,63,70,31/03/2026
4,2039,4,18,22,31/03/2026
4,2040,12,65,77,31/03/2026
4,2041,13,10,23,31/03/2026
4,2042,6,78,84,31/03/2026
4,2043,4,91,95,31/03/2026
4,2044,10,61,71,31/03/2026
4,2045,13,86,99,31/03/2026
4,2046,1,20,21,31/03/2026
4,2047,3,17,20,31/03/2026
4,2048,3,90,93,31/03/2026
4,2049,12,39,51,31/03/2026
4,2050,5,68,73,31/03/2026
4,2051,4,61,65,31/03/2026
4,2052,11,28,39,31/03/2026
4,2053,8,57,65,31/03/2026
4,2054,6,21,27,31/03/2026
4,2055,7,48,55,31/03/2026
4,2056,1,38,39,31/03/2026
4,2057,15,14,29,31/03/2026
4,2058,12,28,40,31/03/2026
4,2059,4,50,54,31/03/2026
4,2060,10,65,75,31/03/2026
4,2061,2,73,75,31/03/2026
4,2062,9,47,56,31/03/2026
4,2063,12,34,46,31/03/2026
4,2064,7,59,66,31/03/2026
4,2065,1,59,60,31/03/2026
4,2066,7,31,38,31/03/2026
4,2067,9,31,40,31/03/2026
4,2068,6,65,71,31/03/2026
4,2069,10,33,43,31/03/2026
4,2070,14,68,82,31/03/2026
4,2071,7,61,68,31/03/2026
4,2072,2,42,44,31/03/2026
4,2073,1,91,92,31/03/2026
4,2074,15,42,57,31/03/2026
4,2075,14,54,68,31/03/2026
4,2076,14,74,88,31/03/2026
4,2077,12,84,96,31/03/2026
4,2078,2,24,26,31/03/2026
4,2079,4,82,86,31/03/2026
4,2080,4,78,82,31/03/2026
4,2081,10,70,80,31/03/2026
4,2082,12,53,65,31/03/2026
4,2083,2,87,89,31/03/2026
4,2084,14,47,61,31/03/2026
4,2085,14,29,43,31/03/2026
4,2086,10,74,84,31/03/2026
4,2087,12,26,38,31/03/2026
4,2088,3,56,59,31/03/2026
4,2089,13,39,52,31/03/2026
4,2090,7,36,43,31/03/2026
4,2091,3,52,55,31/03/2026
4,2092,13,52,65,31/03/2026
4,2093,5,46,51,31/03/2026
4,2094,3,83,86,31/03/2026
4,2095,2,92,94,31/03/2026
4,2096,1,87,88,31/03/2026
4,2097,3,44,47,31/03/2026
4,2098,14,9,23,31/03/2026
4,2099,1,76,77,31/03/2026
4,2100,12,39,51,31/03/2026
4,2101,2,80,82,31/03/2026
4,2102,6,73,79,31/03/2026
4,2103,12,23,35,31/03/2026
4,2104,11,39,50,31/03/2026
4,2105,13,39,52,31/03/2026
4,2106,14,24,38,31/03/2026
4,2107,2,48,50,31/03/2026
4,2108,3,53,56,31/03/2026
4,2109,11,68,79,31/03/2026
4,2110,10,54,64,31/03/2026
4,2111,8,73,81,31/03/2026
4,2112,11,17,28,31/03/2026
4,2113,8,69,77,31/03/2026
4,2114,6,89,95,31/03/2026
4,2115,11,77,88,31/03/2026
4,2116,9,56,65,31/03/2026
4,2117,11,81,92,31/03/2026
4,2118,2,53,55,31/03/2026
4,2119,15,56,71,31/03/2026
4,2120,10,51,61,31/03/2026
5,2001,8,61,69,31/03/2026
5,2002,15,82,97,31/03/2026
5,2003,2,97,99,31/03/2026
5,2004,6,91,97,31/03/2026
5,2005,4,31,35,31/03/2026
5,2006,12,75,87,31/03/2026
5,2007,6,34,40,31/03/2026
5,2008,11,69,80,31/03/2026
5,2009,1,71,72,31/03/2026
5,2010,9,21,30,31/03/2026
5,2011,8,68,76,31/03/2026
5,2012,13,55,68,31/03/2026
5,2013,12,40,52,31/03/2026
5,2014,11,59,70,31/03/2026
5,2015,6,20,26,31/03/2026
5,2016,1,88,89,31/03/2026
5,2017,15,25,40,31/03/2026
5,2018,8,31,39,31/03/2026
5,2019,3,61,64,31/03/2026
5,2020,14,63,77,31/03/2026
5,2021,10,10,20,31/03/2026
5,2022,5,80,85,31/03/2026
5,2023,14,40,54,31/03/2026
5,2024,3,37,40,31/03/2026
5,2025,2,23,25,31/03/2026
5,2026,14,7,21,31/03/2026
5,2027,2,68,70,31/03/2026
5,2028,10,33,43,31/03/2026
5,2029,3,94,97,31/03/2026
5,2030,10,40,50,31/03/2026
5,2031,15,68,83,31/03/2026
5,2032,13,81,94,31/03/2026
5,2033,4,16,20,31/03/2026
5,2034,9,16,25,31/03/2026
5,2035,2,76,78,31/03/2026
5,2036,3,87,90,31/03/2026
5,2037,12,83,95,31/03/2026
5,2038,3,74,77,31/03/2026
5,2039,8,75,83,31/03/2026
5,2040,15,19,34,31/03/2026
5,2041,5,44,49,31/03/2026
5,2042,6,72,78,31/03/2026
5,2043,8,76,84,31/03/2026
5,2044,13,65,78,31/03/2026
5,2045,1,74,75,31/03/2026
5,2046,10,39,49,31/03/2026
5,2047,14,47,61,31/03/2026
5,2048,8,91,99,31/03/2026
5,2049,1,20,21,31/03/2026
5,2050,3,44,47,31/03/2026
5,2051,7,36,43,31/03/2026
5,2052,10,46,56,31/03/2026
5,2053,12,23,35,31/03/2026
5,2054,3,80,83,31/03/2026
5,2055,3,54,57,31/03/2026
5,2056,5,77,82,31/03/2026
5,2057,8,14,22,31/03/2026
5,2058,2,28,30,31/03/2026
5,2059,4,58,62,31/03/2026
5,2060,10,15,25,31/03/2026
5,2061,2,47,49,31/03/2026
5,2062,7,32,39,31/03/2026
5,2063,6,74,80,31/03/2026
5,2064,14,14,28,31/03/2026
5,2065,11,22,33,31/03/2026
5,2066,14,55,69,31/03/2026
5,2067,6,33,39,31/03/2026
5,2068,15,51,66,31/03/2026
5,2069,11,29,40,31/03/2026
5,2070,11,66,77,31/03/2026
5,2071,9,27,36,31/03/2026
5,2072,7,19,26,31/03/2026
5,2073,4,90,94,31/03/2026
5,2074,4,44,48,31/03/2026
5,2075,7,50,57,31/03/2026
5,2076,12,31,43,31/03/2026
5,2077,7,49,56,31/03/2026
5,2078,6,63,69,31/03/2026
5,2079,3,68,71,31/03/2026
5,2080,7,54,61,31/03/2026
5,2081,1,94,95,31/03/2026
5,2082,11,22,33,31/03/2026
5,2083,13,74,87,31/03/2026
5,2084,9,37,46,31/03/2026
5,2085,12,15,27,31/03/2026
5,2086,13,54,67,31/03/2026
5,2087,3,21,24,31/03/2026
5,2088,9,50,59,31/03/2026
5,2089,15,20,35,31/03/2026
5,2090,14,63,77,31/03/2026
5,2091,5,59,64,31/03/2026
5,2092,6,18,24,31/03/2026
5,2093,4,84,88,31/03/2026
5,2094,3,84,87,31/03/2026
5,2095,4,18,22,31/03/2026
5,2096,7,93,100,31/03/2026
5,2097,3,84,87,31/03/2026
5,2098,4,80,84,31/03/2026
5,2099,15,73,88,31/03/2026
5,2100,5,25,30,31/03/2026
5,2101,1,27,28,31/03/2026
5,2102,7,87,94,31/03/2026
5,2103,8,45,53,31/03/2026
5,2104,13,18,31,31/03/2026
5,2105,13,31,44,31/03/2026
5,2106,9,72,81,31/03/2026
5,2107,15,29,44,31/03/2026
5,2108,5,73,78,31/03/2026
5,2109,4,73,77,31/03/2026
5,2110,11,36,47,31/03/2026
5,2111,11,26,37,31/03/2026
5,2112,6,16,22,31/03/2026
5,2113,1,91,92,31/03/2026
5,2114,13,64,77,31/03/2026
5,2115,15,29,44,31/03/2026
5,2116,6,42,48,31/03/2026
5,2117,12,56,68,31/03/2026
5,2118,2,97,99,31/03/2026
5,2119,3,40,43,31/03/2026
5,2120,2,35,37,31/03/2026
6,2001,12,26,38,31/03/2026
6,2002,6,72,78,31/03/2026
6,2003,9,23,32,31/03/2026
6,2004,5,94,99,31/03/2026
6,2005,7,29,36,31/03/2026
6,2006,8,54,62,31/03/2026
6,2007,15,44,59,31/03/2026
6,2008,2,36,38,31/03/2026
6,2009,2,67,69,31/03/2026
6,2010,11,32,43,31/03/2026
6,2011,10,30,40,31/03/2026
6,2012,2,96,98,31/03/2026
6,2013,7,39,46,31/03/2026
6,2014,3,78,81,31/03/2026
6,2015,3,65,68,31/03/2026
6,2016,11,17,28,31/03/2026
6,2017,2,38,40,31/03/2026
6,2018,2,46,48,31/03/2026
6,2019,11,80,91,31/03/2026
6,2020,12,53,65,31/03/2026
6,2021,3,72,75,31/03/2026
6,2022,9,74,83,31/03/2026
6,2023,14,75,89,31/03/2026
6,2024,15,69,84,31/03/2026
6,2025,6,90,96,31/03/2026
6,2026,2,79,81,31/03/2026
6,2027,10,21,31,31/03/2026
6,2028,7,93,100,31/03/2026
6,2029,11,71,82,31/03/2026
6,2030,4,23,27,31/03/2026
6,2031,6,32,38,31/03/2026
6,2032,10,21,31,31/03/2026
6,2033,14,7,21,31/03/2026
6,2034,2,98,100,31/03/2026
6,2035,7,31,38,31/03/2026
6,2036,12,9,21,31/03/2026
6,2037,10,38,48,31/03/2026
6,2038,5,90,95,31/03/2026
6,2039,14,31,45,31/03/2026
6,2040,11,89,100,31/03/2026
6,2041,10,27,37,31/03/2026
6,2042,5,63,68,31/03/2026
6,2043,15,37,52,31/03/2026
6,2044,12,10,22,31/03/2026
6,2045,15,32,47,31/03/2026
6,2046,15,21,36,31/03/2026
6,2047,7,80,87,31/03/2026
6,2048,10,13,23,31/03/2026
6,2049,11,80,91,31/03/2026
6,2050,10,57,67,31/03/2026
6,2051,11,52,63,31/03/2026
6,2052,4,78,82,31/03/2026
6,2053,10,25,35,31/03/2026
6,2054,11,66,77,31/03/2026
6,2055,1,92,93,31/03/2026
6,2056,2,56,58,31/03/2026
6,2057,3,96,99,31/03/2026
6,2058,7,39,46,31/03/2026
6,2059,4,57,61,31/03/2026
6,2060,14,14,28,31/03/2026
6,2061,7,32,39,31/03/2026
6,2062,3,52,55,31/03/2026
6,2063,10,36,46,31/03/2026
6,2064,3,38,41,31/03/2026
6,2065,6,71,77,31/03/2026
6,2066,5,29,34,31/03/2026
6,2067,6,50,56,31/03/2026
6,2068,12,18,30,31/03/2026
6,2069,14,81,95,31/03/2026
6,2070,2,73,75,31/03/2026
6,2071,1,98,99,31/03/2026
6,2072,2,67,69,31/03/2026
6,2073,10,35,45,31/03/2026
6,2074,3,39,42,31/03/2026
6,2075,3,52,55,31/03/2026
6,2076,4,61,65,31/03/2026
6,2077,13,45,58,31/03/2026
6,2078,4,57,61,31/03/2026
6,2079,5,46,51,31/03/2026
6,2080,3,20,23,31/03/2026
6,2081,6,43,49,31/03/2026
6,2082,10,18,28,31/03/2026
6,2083,1,32,33,31/03/2026
6,2084,3,60,63,31/03/2026
6,2085,14,69,83,31/03/2026
6,2086,8,46,54,31/03/2026
6,2087,1,44,45,31/03/2026
6,2088,10,29,39,31/03/2026
6,2089,15,14,29,31/03/2026
6,2090,8,46,54,31/03/2026
6,2091,11,13,24,31/03/2026
6,2092,2,95,97,31/03/2026
6,2093,14,70,84,31/03/2026
6,2094,1,75,76,31/03/2026
6,2095,8,39,47,31/03/2026
6,2096,13,44,57,31/03/2026
6,2097,3,91,94,31/03/2026
6,2098,5,80,85,31/03/2026
6,2099,12,86,98,31/03/2026
6,2100,4,86,90,31/03/2026
6,2101,15,34,49,31/03/2026
6,2102,5,71,76,31/03/2026
6,2103,4,88,92,31/03/2026
6,2104,10,24,34,31/03/2026
6,2105,8,49,57,31/03/2026
6,2106,2,47,49,31/03/2026
6,2107,8,84,92,31/03/2026
6,2108,4,85,89,31/03/2026
6,2109,2,54,56,31/03/2026
6,2110,3,52,55,31/03/2026
6,2111,13,61,74,31/03/2026
6,2112,9,72,81,31/03/2026
6,2113,4,94,98,31/03/2026
6,2114,5,85,90,31/03/2026
6,2115,12,45,57,31/03/2026
6,2116,6,24,30,31/03/2026
6,2117,11,53,64,31/03/2026
6,2118,10,61,71,31/03/2026
6,2119,2,40,42,31/03/2026
6,2120,14,39,53,31/03/2026
7,2001,8,85,93,31/03/2026
7,2002,9,23,32,31/03/2026
7,2003,8,39,47,31/03/2026
7,2004,8,82,90,31/03/2026
7,2005,15,11,26,31/03/2026
7,2006,11,21,32,31/03/2026
7,2007,12,34,46,31/03/2026
7,2008,12,36,48,31/03/2026
7,2009,8,54,62,31/03/2026
7,2010,14,83,97,31/03/2026
7,2011,6,61,67,31/03/2026
7,2012,6,17,23,31/03/2026
7,2013,5,87,92,31/03/2026
7,2014,1,90,91,31/03/2026
7,2015,3,87,90,31/03/2026
7,2016,5,53,58,31/03/2026
7,2017,8,55,63,31/03/2026
7,2018,12,65,77,31/03/2026
7,2019,15,29,44,31/03/2026
7,2020,13,85,98,31/03/2026
7,2021,4,42,46,31/03/2026
7,2022,9,73,82,31/03/2026
7,2023,11,67,78,31/03/2026
7,2024,3,19,22,31/03/2026
7,2025,14,74,88,31/03/2026
7,2026,1,19,20,31/03/2026
7,2027,2,58,60,31/03/2026
7,2028,4,19,23,31/03/2026
7,2029,7,90,97,31/03/2026
7,2030,7,64,71,31/03/2026
7,2031,2,68,70,31/03/2026
7,2032,10,74,84,31/03/2026
7,2033,14,32,46,31/03/2026
7,2034,7,32,39,31/03/2026
7,2035,9,20,29,31/03/2026
7,2036,4,82,86,31/03/2026
7,2037,12,21,33,31/03/2026
7,2038,4,35,39,31/03/2026
7,2039,3,40,43,31/03/2026
7,2040,3,53,56,31/03/2026
7,2041,10,24,34,31/03/2026
7,2042,8,44,52,31/03/2026
7,2043,7,26,33,31/03/2026
7,2044,10,54,64,31/03/2026
7,2045,6,76,82,31/03/2026
7,2046,7,79,86,31/03/2026
7,2047,11,45,56,31/03/2026
7,2048,1,24,25,31/03/2026
7,2049,15,33,48,31/03/2026
7,2050,11,53,64,31/03/2026
7,2051,15,71,86,31/03/2026
7,2052,15,30,45,31/03/2026
7,2053,7,35,42,31/03/2026
7,2054,10,39,49,31/03/2026
